index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
4170,0.0,0.04,0.44,0.03,0.03,0.04,0.0
6124,0.0,0.05,0.45,0.03,0.03,0.04,0.0
4983,1.0,0.31,0.49,0.33,0.32,0.43,0.88
1137,0.0,0.0,0.42,0.0,0.01,0.0,0.0
2570,1.0,0.47,0.5,0.47,0.6,0.48,0.95
1194,0.0,0.18,0.49,0.27,0.25,0.35,0.84
5953,0.0,0.4,0.5,0.47,0.36,0.3,0.86
2357,0.0,0.06,0.46,0.05,0.03,0.13,0.0
62,0.0,0.04,0.43,0.01,0.01,0.09,0.0
2609,1.0,0.51,0.5,0.42,0.36,0.61,0.42
4629,0.0,0.16,0.47,0.14,0.19,0.3,0.17
5164,0.0,0.37,0.49,0.34,0.35,0.35,0.89
1983,0.0,0.11,0.46,0.08,0.12,0.22,0.01
2203,0.0,0.15,0.45,0.09,0.05,0.04,0.0
2439,0.0,0.03,0.45,0.05,0.05,0.04,0.0
6281,0.0,0.02,0.46,0.04,0.1,0.0,0.01
2174,0.0,0.02,0.45,0.03,0.06,0.04,0.0
3039,0.0,0.02,0.43,0.02,0.02,0.04,0.0
5112,1.0,0.12,0.47,0.1,0.17,0.09,0.07
229,0.0,0.02,0.45,0.04,0.03,0.13,0.0
3593,1.0,0.51,0.5,0.44,0.62,0.48,0.99
670,0.0,0.04,0.45,0.04,0.02,0.04,0.0
3015,0.0,0.01,0.45,0.03,0.02,0.0,0.0
2711,1.0,0.24,0.48,0.2,0.34,0.52,0.13
6625,1.0,0.67,0.51,0.66,0.73,0.7,1.0
4228,1.0,0.76,0.51,0.66,0.61,0.78,0.94
5739,0.0,0.12,0.46,0.09,0.06,0.17,0.0
2406,1.0,0.71,0.51,0.76,0.74,0.3,0.98
89,0.0,0.25,0.48,0.18,0.3,0.39,0.5
1626,0.0,0.14,0.47,0.09,0.14,0.09,0.07
6196,0.0,0.11,0.47,0.06,0.07,0.13,0.0
1246,0.0,0.31,0.49,0.47,0.35,0.17,0.12
4769,0.0,0.01,0.45,0.03,0.03,0.0,0.0
1593,0.0,0.22,0.48,0.15,0.16,0.13,0.01
832,0.0,0.11,0.46,0.02,0.01,0.09,0.0
5694,0.0,0.12,0.46,0.07,0.1,0.35,0.09
2630,0.0,0.04,0.45,0.03,0.04,0.04,0.0
2142,0.0,0.09,0.46,0.04,0.1,0.17,0.01
3156,0.0,0.09,0.46,0.05,0.1,0.09,0.04
6295,0.0,0.0,0.43,0.01,0.01,0.0,0.0
2799,0.0,0.05,0.45,0.02,0.02,0.0,0.0
1790,1.0,0.51,0.5,0.46,0.51,0.61,0.92
4416,0.0,0.23,0.5,0.52,0.46,0.52,0.76
4554,0.0,0.38,0.49,0.31,0.4,0.35,0.06
6639,0.0,0.21,0.48,0.21,0.14,0.09,0.0
2691,0.0,0.19,0.47,0.18,0.22,0.17,0.33
3463,0.0,0.39,0.49,0.36,0.41,0.13,0.86
2538,0.0,0.1,0.46,0.05,0.07,0.04,0.0
2832,0.0,0.07,0.47,0.08,0.08,0.13,0.01
5576,1.0,0.53,0.51,0.61,0.51,0.57,0.98
2889,0.0,0.13,0.46,0.04,0.04,0.26,0.0
6637,0.0,0.05,0.46,0.03,0.02,0.13,0.0
1399,0.0,0.03,0.45,0.05,0.07,0.0,0.0
4565,0.0,0.09,0.45,0.02,0.03,0.0,0.0
3883,0.0,0.47,0.5,0.54,0.54,0.39,0.95
1514,0.0,0.02,0.43,0.0,0.01,0.0,0.0
2332,0.0,0.06,0.46,0.05,0.07,0.09,0.01
7012,0.0,0.03,0.45,0.03,0.03,0.13,0.0
633,0.0,0.02,0.46,0.04,0.09,0.0,0.01
492,1.0,0.53,0.51,0.76,0.55,0.39,0.91
3304,0.0,0.17,0.47,0.11,0.09,0.22,0.0
5489,0.0,0.36,0.49,0.31,0.33,0.39,0.45
6350,0.0,0.15,0.48,0.19,0.22,0.22,0.05
326,0.0,0.56,0.5,0.6,0.61,0.43,0.98
5717,0.0,0.08,0.45,0.02,0.03,0.13,0.0
1166,0.0,0.39,0.49,0.46,0.36,0.35,0.89
4829,0.0,0.28,0.49,0.29,0.32,0.3,0.92
6397,0.0,0.08,0.46,0.07,0.05,0.13,0.02
6431,0.0,0.03,0.44,0.02,0.04,0.0,0.0
329,0.0,0.46,0.5,0.6,0.65,0.39,1.0
3936,0.0,0.17,0.48,0.15,0.24,0.17,0.11
3850,0.0,0.02,0.45,0.03,0.03,0.0,0.0
2100,0.0,0.15,0.48,0.18,0.12,0.26,0.01
4362,0.0,0.02,0.45,0.02,0.02,0.04,0.0
3170,0.0,0.35,0.48,0.31,0.37,0.65,0.38
4752,0.0,0.01,0.45,0.02,0.06,0.0,0.0
1713,0.0,0.11,0.47,0.09,0.08,0.22,0.03
6820,0.0,0.22,0.49,0.24,0.19,0.26,0.11
494,0.0,0.27,0.49,0.21,0.2,0.3,0.08
2996,0.0,0.2,0.48,0.12,0.29,0.04,0.71
549,0.0,0.14,0.47,0.1,0.14,0.09,0.05
6624,0.0,0.03,0.44,0.02,0.02,0.0,0.0
3014,0.0,0.51,0.5,0.49,0.49,0.57,0.98
6702,0.0,0.4,0.49,0.34,0.47,0.39,0.58
4872,0.0,0.01,0.44,0.02,0.02,0.0,0.0
3511,0.0,0.02,0.44,0.01,0.02,0.0,0.0
1632,1.0,0.21,0.49,0.32,0.29,0.35,0.16
5877,1.0,0.25,0.48,0.32,0.21,0.17,0.04
1931,0.0,0.18,0.48,0.33,0.2,0.09,0.0
898,1.0,0.58,0.5,0.54,0.49,0.17,0.37
306,1.0,0.56,0.5,0.51,0.53,0.65,1.0
6735,0.0,0.01,0.44,0.01,0.01,0.0,0.0
4678,1.0,0.8,0.52,0.86,0.75,0.74,0.91
5030,1.0,0.62,0.5,0.47,0.63,0.61,0.73
4456,0.0,0.01,0.44,0.01,0.01,0.04,0.0
1340,0.0,0.11,0.47,0.11,0.09,0.13,0.0
1353,0.0,0.01,0.45,0.02,0.02,0.04,0.0
3630,1.0,0.15,0.48,0.14,0.16,0.17,0.03
4939,0.0,0.32,0.49,0.27,0.2,0.43,0.07
6912,0.0,0.7,0.51,0.66,0.72,0.61,0.99
2870,0.0,0.17,0.47,0.11,0.09,0.17,0.0
2076,0.0,0.16,0.47,0.11,0.13,0.22,0.09
5226,0.0,0.1,0.47,0.14,0.17,0.17,0.02
545,0.0,0.2,0.48,0.2,0.24,0.39,0.1
4932,0.0,0.11,0.47,0.1,0.18,0.26,0.02
4196,0.0,0.0,0.43,0.0,0.01,0.0,0.0
4124,0.0,0.59,0.51,0.64,0.75,0.74,1.0
871,0.0,0.17,0.48,0.16,0.16,0.3,0.01
4296,1.0,0.13,0.48,0.13,0.1,0.22,0.01
2529,1.0,0.07,0.46,0.05,0.06,0.48,0.06
4336,0.0,0.1,0.45,0.07,0.05,0.09,0.0
1420,0.0,0.48,0.5,0.45,0.37,0.52,0.68
2693,0.0,0.03,0.42,0.01,0.01,0.04,0.0
163,0.0,0.05,0.46,0.06,0.03,0.04,0.0
4320,0.0,0.04,0.44,0.01,0.01,0.0,0.0
5574,0.0,0.06,0.46,0.05,0.06,0.0,0.02
4133,0.0,0.4,0.5,0.45,0.31,0.52,0.63
3294,1.0,0.73,0.51,0.7,0.63,0.61,0.93
333,1.0,0.6,0.51,0.64,0.66,0.52,0.99
4034,0.0,0.23,0.49,0.21,0.24,0.35,0.28
2097,0.0,0.67,0.51,0.66,0.71,0.57,0.98
5692,0.0,0.21,0.48,0.15,0.2,0.26,0.07
2699,0.0,0.46,0.5,0.48,0.49,0.35,0.96
3506,0.0,0.38,0.49,0.34,0.48,0.04,0.86
5933,1.0,0.78,0.52,0.86,0.82,0.61,0.99
4491,0.0,0.32,0.49,0.35,0.24,0.09,0.17
4631,1.0,0.72,0.51,0.74,0.75,0.52,0.99
51,1.0,0.55,0.5,0.56,0.55,0.22,0.76
5452,0.0,0.1,0.46,0.07,0.07,0.22,0.0
4810,1.0,0.54,0.5,0.58,0.63,0.57,0.99
625,0.0,0.38,0.49,0.44,0.52,0.35,0.82
2537,0.0,0.05,0.44,0.03,0.03,0.04,0.0
3167,0.0,0.02,0.45,0.02,0.02,0.04,0.0
4473,0.0,0.58,0.5,0.61,0.66,0.57,0.97
2042,0.0,0.13,0.47,0.1,0.17,0.26,0.4
1233,0.0,0.0,0.43,0.0,0.01,0.0,0.0
762,1.0,0.6,0.51,0.65,0.65,0.78,0.99
236,0.0,0.21,0.46,0.07,0.14,0.04,0.0
5843,0.0,0.17,0.48,0.26,0.32,0.22,0.68
2722,0.0,0.01,0.43,0.01,0.02,0.0,0.0
5306,1.0,0.53,0.5,0.47,0.6,0.7,0.91
4850,0.0,0.18,0.48,0.26,0.15,0.22,0.04
5954,0.0,0.21,0.48,0.13,0.25,0.13,0.04
6880,0.0,0.01,0.42,0.0,0.01,0.0,0.0
1299,1.0,0.27,0.49,0.35,0.35,0.26,0.95
4694,0.0,0.14,0.47,0.13,0.17,0.22,0.02
4649,0.0,0.07,0.44,0.05,0.04,0.13,0.0
5601,0.0,0.13,0.46,0.07,0.1,0.43,0.0
908,0.0,0.1,0.47,0.09,0.15,0.0,0.02
2816,0.0,0.05,0.45,0.08,0.06,0.04,0.0
2276,0.0,0.42,0.5,0.52,0.39,0.39,0.65
5686,1.0,0.48,0.5,0.5,0.62,0.3,0.97
3710,0.0,0.01,0.46,0.04,0.08,0.04,0.0
6734,1.0,0.19,0.48,0.19,0.19,0.22,0.37
5862,0.0,0.45,0.49,0.39,0.42,0.52,0.91
5534,0.0,0.36,0.49,0.27,0.35,0.39,0.47
2602,0.0,0.21,0.48,0.22,0.14,0.22,0.0
6900,0.0,0.2,0.49,0.29,0.26,0.43,0.54
4806,0.0,0.03,0.45,0.02,0.02,0.04,0.0
5731,0.0,0.12,0.47,0.14,0.21,0.3,0.19
2747,0.0,0.16,0.47,0.14,0.23,0.39,0.19
3459,0.0,0.04,0.44,0.01,0.04,0.04,0.0
6177,1.0,0.41,0.5,0.44,0.39,0.52,0.94
23,0.0,0.04,0.45,0.02,0.02,0.17,0.0
5275,1.0,0.28,0.49,0.33,0.32,0.48,0.87
6372,0.0,0.02,0.45,0.03,0.04,0.0,0.0
3340,1.0,0.75,0.51,0.75,0.76,0.65,1.0
1709,0.0,0.16,0.45,0.06,0.1,0.17,0.0
5323,0.0,0.19,0.49,0.25,0.2,0.17,0.01
936,0.0,0.13,0.48,0.15,0.13,0.17,0.0
5714,1.0,0.69,0.52,0.78,0.74,0.61,0.85
2742,0.0,0.01,0.44,0.01,0.01,0.04,0.0
3898,0.0,0.03,0.45,0.03,0.03,0.09,0.0
3010,0.0,0.41,0.49,0.29,0.37,0.43,0.9
3520,0.0,0.14,0.47,0.1,0.13,0.04,0.03
1369,0.0,0.18,0.47,0.1,0.19,0.26,0.56
96,0.0,0.03,0.45,0.02,0.02,0.0,0.0
6022,0.0,0.17,0.47,0.08,0.14,0.09,0.11
2407,1.0,0.62,0.51,0.79,0.65,0.61,0.99
14,0.0,0.43,0.49,0.4,0.42,0.22,0.31
6746,1.0,0.26,0.49,0.23,0.24,0.26,0.09
1115,0.0,0.11,0.45,0.03,0.05,0.0,0.0
6884,1.0,0.65,0.5,0.61,0.58,0.57,0.9
3224,1.0,0.44,0.5,0.54,0.5,0.48,0.91
3386,0.0,0.07,0.46,0.05,0.05,0.09,0.0
5651,1.0,0.37,0.49,0.36,0.31,0.17,0.57
2684,0.0,0.26,0.48,0.17,0.12,0.17,0.01
487,0.0,0.04,0.44,0.03,0.03,0.04,0.0
6547,0.0,0.14,0.45,0.03,0.03,0.04,0.0
2197,0.0,0.15,0.47,0.1,0.07,0.13,0.06
5649,0.0,0.07,0.46,0.05,0.08,0.04,0.01
6230,0.0,0.3,0.49,0.25,0.18,0.13,0.01
944,0.0,0.26,0.49,0.46,0.26,0.17,0.02
1176,1.0,0.59,0.51,0.63,0.69,0.26,0.69
4539,1.0,0.04,0.46,0.05,0.03,0.09,0.0
3238,0.0,0.0,0.43,0.01,0.02,0.0,0.0
1906,0.0,0.1,0.46,0.06,0.07,0.3,0.01
1511,0.0,0.01,0.43,0.01,0.01,0.0,0.0
6198,0.0,0.02,0.44,0.01,0.03,0.0,0.0
294,0.0,0.13,0.47,0.1,0.15,0.09,0.06
6115,0.0,0.03,0.44,0.03,0.03,0.04,0.0
7011,1.0,0.26,0.48,0.23,0.26,0.13,0.3
5002,0.0,0.05,0.45,0.02,0.02,0.0,0.0
6448,1.0,0.27,0.49,0.31,0.19,0.3,0.05
1243,1.0,0.46,0.51,0.58,0.35,0.52,0.94
840,1.0,0.2,0.49,0.43,0.31,0.52,0.78
6360,1.0,0.34,0.49,0.28,0.27,0.3,0.22
3788,1.0,0.09,0.46,0.07,0.04,0.09,0.0
5559,0.0,0.37,0.49,0.41,0.42,0.35,0.86
4511,0.0,0.15,0.48,0.19,0.14,0.13,0.0
4182,1.0,0.45,0.5,0.54,0.51,0.43,0.96
3765,0.0,0.14,0.48,0.16,0.23,0.09,0.11
3376,0.0,0.39,0.49,0.32,0.23,0.26,0.03
3199,0.0,0.01,0.43,0.01,0.01,0.0,0.0
5053,0.0,0.48,0.5,0.49,0.53,0.65,0.8
4045,1.0,0.48,0.5,0.45,0.55,0.57,0.99
5479,0.0,0.53,0.49,0.45,0.5,0.7,0.98
4157,0.0,0.27,0.48,0.23,0.27,0.57,0.89
1354,1.0,0.5,0.5,0.41,0.56,0.43,0.95
1614,0.0,0.04,0.44,0.02,0.02,0.04,0.0
1589,0.0,0.3,0.49,0.36,0.49,0.43,0.99
2390,0.0,0.06,0.46,0.07,0.08,0.04,0.0
2295,1.0,0.65,0.51,0.7,0.53,0.35,0.94
4260,0.0,0.1,0.47,0.09,0.07,0.17,0.0
1655,1.0,0.41,0.49,0.29,0.31,0.26,0.56
1912,0.0,0.01,0.45,0.02,0.03,0.0,0.0
4951,0.0,0.59,0.5,0.53,0.61,0.83,1.0
4256,0.0,0.02,0.44,0.01,0.01,0.0,0.0
6861,1.0,0.46,0.5,0.55,0.58,0.43,0.66
1200,0.0,0.25,0.48,0.28,0.29,0.17,0.12
1590,0.0,0.02,0.43,0.01,0.01,0.0,0.0
2383,0.0,0.23,0.49,0.24,0.34,0.35,0.47
2217,0.0,0.01,0.45,0.01,0.01,0.0,0.0
5565,1.0,0.38,0.49,0.31,0.45,0.48,0.74
3476,0.0,0.2,0.48,0.29,0.19,0.3,0.19
212,0.0,0.03,0.43,0.0,0.01,0.04,0.0
4796,0.0,0.17,0.48,0.2,0.16,0.3,0.06
6960,0.0,0.52,0.5,0.53,0.5,0.39,0.96
3475,0.0,0.1,0.46,0.11,0.1,0.09,0.0
5664,1.0,0.57,0.5,0.57,0.68,0.74,1.0
6832,0.0,0.02,0.43,0.01,0.01,0.0,0.0
5382,0.0,0.06,0.46,0.05,0.05,0.09,0.0
6288,0.0,0.75,0.51,0.83,0.69,0.57,0.99
6370,1.0,0.37,0.49,0.34,0.4,0.3,0.91
858,0.0,0.07,0.46,0.07,0.04,0.04,0.0
379,0.0,0.25,0.48,0.29,0.28,0.17,0.16
6467,0.0,0.6,0.5,0.56,0.57,0.57,0.98
6271,0.0,0.27,0.48,0.22,0.32,0.39,0.55
1365,1.0,0.23,0.48,0.18,0.16,0.43,0.09
5102,0.0,0.08,0.45,0.05,0.05,0.17,0.0
6502,0.0,0.08,0.46,0.06,0.05,0.22,0.0
1576,0.0,0.09,0.46,0.04,0.03,0.13,0.01
2419,0.0,0.1,0.47,0.1,0.11,0.26,0.02
6160,0.0,0.16,0.47,0.09,0.12,0.13,0.01
3840,0.0,0.01,0.43,0.01,0.01,0.0,0.0
4446,1.0,0.71,0.51,0.77,0.75,0.65,1.0
3418,0.0,0.28,0.49,0.45,0.25,0.13,0.04
1479,0.0,0.21,0.47,0.19,0.19,0.35,0.14
2251,0.0,0.32,0.5,0.47,0.48,0.52,0.95
58,0.0,0.01,0.44,0.01,0.02,0.0,0.0
2132,0.0,0.01,0.45,0.02,0.05,0.04,0.0
2556,0.0,0.27,0.49,0.25,0.29,0.0,0.44
5155,0.0,0.2,0.48,0.22,0.29,0.43,0.16
6442,0.0,0.07,0.46,0.03,0.02,0.3,0.0
1948,1.0,0.74,0.51,0.78,0.64,0.87,0.98
3360,1.0,0.57,0.5,0.59,0.62,0.35,0.98
6841,0.0,0.27,0.48,0.26,0.26,0.26,0.47
901,1.0,0.71,0.51,0.64,0.67,0.78,0.92
6357,1.0,0.11,0.47,0.08,0.06,0.09,0.0
2761,1.0,0.51,0.5,0.54,0.57,0.65,0.99
6713,0.0,0.41,0.5,0.41,0.3,0.35,0.89
3439,1.0,0.08,0.46,0.11,0.1,0.17,0.0
5100,1.0,0.72,0.52,0.75,0.57,0.52,0.96
5055,0.0,0.02,0.44,0.02,0.02,0.0,0.0
3545,0.0,0.54,0.5,0.55,0.47,0.43,0.96
2299,0.0,0.04,0.44,0.01,0.02,0.0,0.0
1336,0.0,0.4,0.49,0.4,0.42,0.48,0.69
3612,0.0,0.51,0.5,0.47,0.55,0.61,0.99
1018,0.0,0.48,0.5,0.54,0.48,0.3,0.75
3137,0.0,0.2,0.48,0.26,0.22,0.04,0.0
1320,0.0,0.14,0.47,0.09,0.16,0.17,0.0
104,1.0,0.11,0.47,0.09,0.07,0.09,0.0
6503,0.0,0.14,0.46,0.05,0.04,0.04,0.0
1288,0.0,0.02,0.43,0.01,0.01,0.04,0.0
1410,1.0,0.83,0.52,0.92,0.83,0.74,1.0
3569,0.0,0.01,0.46,0.05,0.07,0.0,0.0
4451,0.0,0.47,0.5,0.54,0.52,0.65,0.98
4688,0.0,0.29,0.49,0.26,0.23,0.39,0.72
708,0.0,0.33,0.49,0.3,0.42,0.57,0.9
6974,0.0,0.22,0.49,0.44,0.29,0.3,0.23
1664,1.0,0.38,0.5,0.4,0.38,0.48,0.73
1022,0.0,0.68,0.51,0.74,0.72,0.52,1.0
1326,0.0,0.07,0.46,0.07,0.06,0.04,0.0
2754,0.0,0.42,0.48,0.24,0.28,0.26,0.05
221,0.0,0.0,0.43,0.01,0.01,0.0,0.0
1278,0.0,0.07,0.46,0.04,0.08,0.13,0.0
1082,0.0,0.07,0.46,0.06,0.07,0.0,0.0
3585,0.0,0.11,0.47,0.09,0.17,0.35,0.06
1073,1.0,0.8,0.51,0.66,0.74,0.48,0.95
2218,0.0,0.02,0.44,0.02,0.01,0.0,0.0
1899,0.0,0.49,0.5,0.46,0.57,0.22,0.92
6138,0.0,0.17,0.48,0.17,0.12,0.22,0.12
581,1.0,0.5,0.51,0.6,0.5,0.3,0.85
4162,0.0,0.01,0.42,0.01,0.01,0.0,0.0
302,0.0,0.61,0.51,0.62,0.62,0.3,0.89
5912,1.0,0.35,0.49,0.37,0.36,0.13,0.93
1159,1.0,0.69,0.51,0.77,0.75,0.65,1.0
613,0.0,0.26,0.48,0.29,0.28,0.13,0.18
812,0.0,0.01,0.44,0.01,0.02,0.0,0.0
2417,0.0,0.23,0.49,0.28,0.29,0.35,0.25
6972,1.0,0.32,0.49,0.33,0.24,0.22,0.15
743,0.0,0.01,0.44,0.01,0.01,0.04,0.0
2185,1.0,0.13,0.47,0.13,0.16,0.3,0.12
5001,1.0,0.16,0.48,0.13,0.22,0.17,0.61
653,0.0,0.14,0.47,0.11,0.16,0.09,0.08
6239,0.0,0.15,0.46,0.13,0.09,0.3,0.0
1661,0.0,0.36,0.5,0.46,0.37,0.35,0.56
6179,1.0,0.71,0.51,0.72,0.77,0.74,1.0
2829,1.0,0.51,0.5,0.59,0.66,0.65,1.0
3248,1.0,0.7,0.51,0.7,0.76,0.83,1.0
4478,0.0,0.49,0.5,0.54,0.48,0.52,0.98
6858,1.0,0.47,0.5,0.42,0.55,0.39,0.79
4509,1.0,0.7,0.52,0.76,0.62,0.39,0.95
2239,0.0,0.02,0.44,0.01,0.01,0.0,0.0
474,1.0,0.7,0.52,0.78,0.6,0.39,0.87
1062,0.0,0.13,0.47,0.1,0.11,0.13,0.11
5882,0.0,0.03,0.45,0.03,0.05,0.0,0.0
2688,1.0,0.7,0.51,0.72,0.66,0.57,0.97
1535,0.0,0.19,0.48,0.19,0.24,0.13,0.36
4432,0.0,0.05,0.44,0.02,0.04,0.04,0.0
3816,0.0,0.08,0.46,0.05,0.04,0.13,0.0
3032,0.0,0.01,0.44,0.02,0.03,0.0,0.0
1328,0.0,0.14,0.47,0.13,0.15,0.17,0.23
2318,0.0,0.04,0.45,0.03,0.03,0.09,0.0
1744,0.0,0.26,0.48,0.22,0.2,0.22,0.01
2480,1.0,0.42,0.5,0.48,0.41,0.61,0.93
4396,1.0,0.76,0.51,0.75,0.58,0.65,0.99
4604,0.0,0.37,0.5,0.4,0.29,0.26,0.7
3971,1.0,0.02,0.44,0.01,0.03,0.0,0.0
376,0.0,0.45,0.5,0.53,0.46,0.35,0.81
6193,0.0,0.32,0.49,0.49,0.51,0.61,0.17
635,1.0,0.42,0.5,0.45,0.3,0.48,0.11
5259,0.0,0.48,0.49,0.34,0.49,0.7,0.99
5058,0.0,0.23,0.47,0.11,0.17,0.3,0.7
5853,0.0,0.17,0.47,0.1,0.09,0.17,0.01
4837,1.0,0.76,0.52,0.77,0.62,0.65,0.94
4707,0.0,0.2,0.48,0.22,0.18,0.09,0.0
5859,0.0,0.01,0.44,0.01,0.01,0.0,0.0
761,1.0,0.43,0.49,0.37,0.53,0.74,0.96
2666,0.0,0.04,0.46,0.03,0.02,0.13,0.0
895,0.0,0.34,0.49,0.31,0.42,0.22,0.71
853,0.0,0.28,0.49,0.32,0.3,0.26,0.52
2913,0.0,0.01,0.44,0.02,0.03,0.0,0.0
6533,0.0,0.4,0.5,0.59,0.6,0.26,0.93
4100,0.0,0.01,0.44,0.01,0.01,0.0,0.0
6770,0.0,0.61,0.51,0.63,0.67,0.78,0.93
5931,1.0,0.67,0.51,0.68,0.71,0.57,0.98
5934,1.0,0.55,0.5,0.52,0.62,0.48,0.98
6896,1.0,0.4,0.5,0.47,0.36,0.43,0.93
1007,1.0,0.65,0.5,0.72,0.56,0.74,0.98
1199,0.0,0.41,0.49,0.47,0.4,0.39,0.71
3029,1.0,0.08,0.47,0.1,0.16,0.26,0.15
4609,0.0,0.12,0.46,0.08,0.13,0.26,0.03
3914,0.0,0.01,0.45,0.02,0.04,0.0,0.0
2886,0.0,0.21,0.48,0.21,0.17,0.26,0.02
2259,0.0,0.01,0.44,0.02,0.05,0.0,0.0
995,1.0,0.25,0.48,0.21,0.27,0.26,0.46
1992,0.0,0.54,0.5,0.58,0.57,0.35,0.98
3599,0.0,0.15,0.47,0.1,0.08,0.13,0.0
5211,1.0,0.7,0.51,0.67,0.72,0.78,0.99
2698,0.0,0.24,0.48,0.27,0.2,0.43,0.07
5759,1.0,0.75,0.52,0.72,0.67,0.65,0.99
4713,0.0,0.22,0.48,0.24,0.15,0.26,0.0
3421,0.0,0.05,0.44,0.03,0.03,0.04,0.0
3620,0.0,0.25,0.48,0.27,0.3,0.35,0.46
3872,0.0,0.49,0.5,0.57,0.54,0.39,0.16
3115,1.0,0.64,0.5,0.58,0.6,0.48,0.96
2520,0.0,0.02,0.45,0.02,0.03,0.0,0.0
4439,0.0,0.01,0.44,0.01,0.03,0.0,0.0
2651,1.0,0.52,0.5,0.44,0.61,0.78,0.99
1707,0.0,0.58,0.51,0.66,0.6,0.39,0.99
1107,0.0,0.01,0.43,0.01,0.01,0.0,0.0
3086,0.0,0.36,0.5,0.56,0.55,0.22,0.69
6080,1.0,0.3,0.5,0.43,0.36,0.22,0.38
4758,0.0,0.02,0.43,0.01,0.01,0.0,0.0
3631,1.0,0.48,0.5,0.63,0.39,0.48,0.96
5665,0.0,0.2,0.48,0.2,0.25,0.17,0.62
4352,0.0,0.23,0.48,0.17,0.15,0.17,0.02
3026,1.0,0.58,0.5,0.66,0.67,0.61,0.98
5997,0.0,0.72,0.51,0.61,0.72,0.43,0.99
1154,0.0,0.01,0.44,0.01,0.02,0.0,0.0
1456,1.0,0.61,0.51,0.77,0.71,0.61,0.95
4223,0.0,0.55,0.5,0.57,0.66,0.65,0.99
4697,0.0,0.43,0.48,0.31,0.24,0.3,0.41
4322,0.0,0.67,0.51,0.79,0.65,0.65,0.99
1888,0.0,0.08,0.46,0.06,0.1,0.35,0.04
3812,0.0,0.03,0.46,0.08,0.08,0.04,0.0
103,0.0,0.15,0.46,0.08,0.06,0.26,0.01
4726,0.0,0.11,0.43,0.02,0.02,0.04,0.0
5309,0.0,0.0,0.43,0.01,0.01,0.0,0.0
1769,0.0,0.3,0.48,0.2,0.2,0.3,0.12
5678,1.0,0.34,0.5,0.43,0.23,0.04,0.09
825,1.0,0.45,0.5,0.43,0.53,0.39,0.55
1165,0.0,0.01,0.45,0.03,0.05,0.04,0.0
2108,0.0,0.16,0.48,0.12,0.1,0.17,0.46
3447,0.0,0.1,0.47,0.14,0.19,0.43,0.25
1050,1.0,0.36,0.49,0.45,0.46,0.52,0.89
671,0.0,0.02,0.44,0.01,0.01,0.0,0.0
1131,1.0,0.14,0.48,0.26,0.34,0.0,0.51
5461,0.0,0.04,0.44,0.01,0.02,0.04,0.0
6518,1.0,0.46,0.51,0.58,0.35,0.52,0.94
2186,0.0,0.0,0.43,0.01,0.01,0.0,0.0
4244,0.0,0.02,0.43,0.01,0.01,0.0,0.0
4665,0.0,0.04,0.44,0.01,0.01,0.0,0.0
1282,0.0,0.49,0.51,0.59,0.57,0.65,0.98
5169,0.0,0.09,0.46,0.07,0.12,0.17,0.01
543,1.0,0.66,0.5,0.59,0.69,0.74,0.98
5546,0.0,0.36,0.48,0.23,0.27,0.09,0.05
6409,0.0,0.02,0.45,0.03,0.04,0.0,0.0
6826,0.0,0.1,0.48,0.17,0.23,0.09,0.17
1728,0.0,0.03,0.45,0.02,0.02,0.09,0.0
5824,0.0,0.07,0.46,0.03,0.03,0.09,0.0
2766,0.0,0.17,0.48,0.17,0.11,0.09,0.0
2625,0.0,0.27,0.49,0.25,0.21,0.17,0.48
3603,1.0,0.45,0.5,0.49,0.36,0.52,0.93
5399,0.0,0.04,0.45,0.03,0.02,0.04,0.0
4608,0.0,0.06,0.47,0.07,0.07,0.17,0.0
4924,1.0,0.72,0.51,0.76,0.6,0.39,0.95
1462,0.0,0.01,0.45,0.03,0.04,0.0,0.0
6645,0.0,0.23,0.48,0.27,0.2,0.3,0.08
5920,0.0,0.52,0.5,0.48,0.57,0.61,1.0
4104,0.0,0.3,0.49,0.29,0.33,0.48,0.73
5538,1.0,0.82,0.52,0.83,0.72,0.83,0.99
1232,1.0,0.42,0.49,0.32,0.33,0.65,0.59
1105,0.0,0.66,0.5,0.62,0.66,0.74,0.98
5237,0.0,0.17,0.48,0.14,0.23,0.35,0.78
676,0.0,0.03,0.45,0.03,0.03,0.04,0.0
4174,1.0,0.22,0.47,0.11,0.14,0.17,0.14
2914,0.0,0.13,0.47,0.1,0.18,0.3,0.32
2122,0.0,0.36,0.48,0.28,0.32,0.39,0.37
6312,1.0,0.24,0.47,0.21,0.11,0.13,0.0
6706,0.0,0.36,0.49,0.27,0.2,0.39,0.08
1855,0.0,0.01,0.44,0.01,0.02,0.0,0.0
5713,0.0,0.07,0.45,0.03,0.03,0.04,0.0
3474,0.0,0.19,0.49,0.24,0.17,0.22,0.25
4395,1.0,0.44,0.5,0.39,0.26,0.43,0.08
6656,0.0,0.01,0.44,0.01,0.01,0.0,0.0
4367,0.0,0.11,0.46,0.06,0.07,0.35,0.06
380,0.0,0.1,0.47,0.12,0.14,0.09,0.01
5600,1.0,0.53,0.5,0.44,0.54,0.52,0.81
6296,0.0,0.14,0.47,0.1,0.17,0.17,0.04
