index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
3913,0.0,0.01,0.39,0.01,0.01,0.04,0.0
2408,0.0,0.0,0.41,0.01,0.01,0.0,0.0
1072,0.0,0.06,0.44,0.09,0.12,0.12,0.0
6657,0.0,0.04,0.43,0.03,0.02,0.04,0.0
467,0.0,0.19,0.45,0.13,0.12,0.21,0.77
6616,1.0,0.59,0.5,0.59,0.54,0.58,1.0
6797,0.0,0.36,0.49,0.23,0.4,0.42,1.0
2576,0.0,0.29,0.49,0.33,0.22,0.21,0.74
2068,0.0,0.24,0.48,0.23,0.17,0.12,0.83
5436,0.0,0.51,0.49,0.37,0.24,0.46,0.97
2415,1.0,0.46,0.5,0.48,0.49,0.62,1.0
3641,0.0,0.02,0.44,0.05,0.05,0.0,0.0
3261,0.0,0.0,0.42,0.02,0.01,0.0,0.0
592,0.0,0.03,0.43,0.02,0.02,0.0,0.0
39,1.0,0.73,0.51,0.68,0.75,0.79,1.0
4475,0.0,0.31,0.47,0.2,0.24,0.25,0.0
1552,0.0,0.04,0.44,0.04,0.06,0.04,0.0
5162,0.0,0.17,0.46,0.11,0.14,0.17,0.0
6087,0.0,0.2,0.45,0.14,0.2,0.42,0.04
197,0.0,0.4,0.5,0.42,0.33,0.46,1.0
2376,0.0,0.16,0.47,0.2,0.3,0.21,0.98
5698,1.0,0.57,0.5,0.58,0.59,0.58,1.0
2057,1.0,0.26,0.48,0.21,0.36,0.46,0.99
4941,1.0,0.11,0.47,0.21,0.22,0.33,0.0
6275,0.0,0.01,0.42,0.01,0.01,0.0,0.0
5314,0.0,0.0,0.42,0.01,0.02,0.0,0.0
4553,0.0,0.02,0.43,0.05,0.04,0.04,0.0
3611,0.0,0.08,0.46,0.07,0.11,0.12,0.0
5171,0.0,0.2,0.48,0.23,0.27,0.29,1.0
4494,0.0,0.6,0.51,0.64,0.66,0.67,1.0
6833,0.0,0.44,0.5,0.59,0.62,0.58,1.0
5021,0.0,0.11,0.46,0.07,0.18,0.38,0.09
3358,0.0,0.12,0.45,0.05,0.1,0.29,0.81
267,0.0,0.47,0.49,0.45,0.47,0.62,1.0
4918,0.0,0.0,0.41,0.01,0.01,0.0,0.0
6779,0.0,0.27,0.46,0.05,0.13,0.25,0.02
4890,0.0,0.33,0.49,0.21,0.22,0.29,1.0
5114,0.0,0.33,0.49,0.34,0.31,0.54,1.0
4992,0.0,0.23,0.47,0.17,0.13,0.33,0.97
3666,1.0,0.34,0.49,0.34,0.32,0.38,1.0
957,0.0,0.27,0.49,0.29,0.3,0.42,1.0
5203,0.0,0.39,0.49,0.31,0.34,0.33,0.98
3500,0.0,0.13,0.48,0.18,0.21,0.17,0.91
1155,0.0,0.02,0.43,0.02,0.01,0.0,0.0
3934,0.0,0.06,0.45,0.05,0.1,0.04,0.0
6038,1.0,0.02,0.44,0.04,0.04,0.0,0.0
3569,0.0,0.0,0.43,0.03,0.06,0.0,0.0
2915,0.0,0.0,0.41,0.01,0.02,0.0,0.0
4717,0.0,0.38,0.47,0.34,0.28,0.42,0.07
2511,0.0,0.16,0.46,0.11,0.22,0.38,0.28
438,0.0,0.25,0.49,0.34,0.41,0.38,1.0
2842,0.0,0.33,0.48,0.3,0.33,0.25,0.29
5475,1.0,0.15,0.47,0.11,0.09,0.17,0.99
5512,0.0,0.16,0.48,0.24,0.32,0.29,1.0
5434,0.0,0.35,0.48,0.35,0.37,0.42,0.99
407,0.0,0.47,0.49,0.4,0.46,0.62,1.0
2130,1.0,0.1,0.47,0.2,0.2,0.17,0.79
6425,0.0,0.11,0.44,0.06,0.05,0.12,0.0
5155,0.0,0.21,0.47,0.24,0.32,0.42,0.67
4255,1.0,0.29,0.47,0.23,0.34,0.21,0.67
5167,0.0,0.04,0.43,0.01,0.01,0.0,0.0
4853,0.0,0.11,0.47,0.1,0.11,0.17,0.01
4694,0.0,0.11,0.46,0.09,0.13,0.17,0.0
4374,0.0,0.01,0.4,0.01,0.01,0.0,0.0
4868,1.0,0.6,0.51,0.63,0.61,0.71,1.0
2707,1.0,0.6,0.52,0.72,0.73,0.58,1.0
3915,0.0,0.06,0.46,0.06,0.07,0.12,0.03
145,0.0,0.04,0.44,0.03,0.03,0.0,0.0
4191,0.0,0.36,0.5,0.36,0.3,0.42,1.0
576,0.0,0.11,0.46,0.14,0.19,0.08,0.01
5883,0.0,0.07,0.46,0.08,0.17,0.21,0.0
3589,0.0,0.16,0.47,0.18,0.22,0.21,1.0
6733,0.0,0.16,0.46,0.07,0.13,0.29,0.99
2162,0.0,0.39,0.49,0.29,0.4,0.54,1.0
1188,0.0,0.33,0.48,0.32,0.34,0.33,0.88
5588,1.0,0.65,0.51,0.62,0.39,0.58,1.0
2897,0.0,0.01,0.42,0.01,0.02,0.0,0.0
5438,1.0,0.61,0.5,0.56,0.59,0.46,1.0
6676,0.0,0.33,0.48,0.3,0.28,0.38,0.98
3461,0.0,0.11,0.46,0.11,0.05,0.04,0.9
1767,0.0,0.02,0.44,0.05,0.04,0.0,0.0
614,0.0,0.02,0.43,0.04,0.03,0.04,0.0
5100,1.0,0.7,0.52,0.71,0.63,0.62,1.0
4325,0.0,0.16,0.48,0.25,0.18,0.04,0.0
1646,0.0,0.06,0.44,0.02,0.02,0.08,0.0
1497,0.0,0.33,0.47,0.18,0.14,0.25,0.96
3418,0.0,0.3,0.49,0.47,0.29,0.29,0.99
5453,0.0,0.01,0.42,0.01,0.01,0.04,0.0
845,0.0,0.01,0.44,0.03,0.06,0.0,0.0
3636,0.0,0.14,0.46,0.08,0.12,0.08,0.0
661,0.0,0.3,0.48,0.21,0.27,0.38,1.0
944,0.0,0.31,0.49,0.4,0.26,0.25,0.94
549,0.0,0.14,0.46,0.07,0.12,0.12,0.0
6693,0.0,0.48,0.49,0.44,0.54,0.5,1.0
6074,1.0,0.59,0.51,0.69,0.58,0.46,1.0
2254,0.0,0.06,0.42,0.01,0.03,0.04,0.0
6980,1.0,0.34,0.49,0.45,0.47,0.54,1.0
5510,0.0,0.43,0.5,0.43,0.51,0.46,1.0
5853,0.0,0.2,0.46,0.14,0.11,0.29,0.21
1159,1.0,0.65,0.52,0.78,0.77,0.54,1.0
3713,1.0,0.44,0.5,0.43,0.44,0.33,1.0
443,0.0,0.25,0.47,0.14,0.3,0.29,1.0
878,0.0,0.08,0.44,0.04,0.03,0.12,0.0
649,0.0,0.35,0.49,0.27,0.39,0.42,1.0
65,0.0,0.35,0.5,0.38,0.52,0.46,1.0
4089,1.0,0.61,0.51,0.68,0.7,0.54,1.0
4226,1.0,0.72,0.52,0.74,0.73,0.58,1.0
4518,1.0,0.69,0.51,0.74,0.74,0.71,1.0
6095,0.0,0.11,0.47,0.21,0.21,0.29,0.0
2280,0.0,0.67,0.51,0.71,0.72,0.83,1.0
4083,1.0,0.5,0.5,0.48,0.37,0.42,1.0
6736,0.0,0.0,0.41,0.01,0.01,0.0,0.0
2322,0.0,0.01,0.41,0.01,0.01,0.0,0.0
3581,0.0,0.02,0.42,0.01,0.01,0.0,0.0
5998,0.0,0.0,0.42,0.01,0.01,0.0,0.0
3968,0.0,0.0,0.39,0.01,0.01,0.0,0.0
883,0.0,0.27,0.47,0.24,0.13,0.33,0.01
1848,0.0,0.01,0.43,0.03,0.03,0.0,0.0
2672,0.0,0.01,0.43,0.03,0.05,0.0,0.0
5610,1.0,0.73,0.52,0.74,0.74,0.71,1.0
5192,0.0,0.02,0.41,0.01,0.01,0.04,0.0
5472,0.0,0.13,0.47,0.1,0.19,0.08,0.25
2908,1.0,0.63,0.5,0.71,0.67,0.58,1.0
5786,0.0,0.01,0.41,0.03,0.02,0.0,0.0
3238,0.0,0.0,0.41,0.01,0.02,0.0,0.0
6893,1.0,0.2,0.47,0.13,0.17,0.21,0.68
4965,1.0,0.69,0.5,0.6,0.69,0.62,1.0
4610,1.0,0.29,0.44,0.16,0.08,0.12,0.0
1479,0.0,0.22,0.47,0.24,0.24,0.33,0.76
3797,0.0,0.17,0.46,0.17,0.15,0.17,0.17
2007,1.0,0.79,0.52,0.8,0.75,0.83,1.0
3747,0.0,0.38,0.49,0.32,0.29,0.33,0.97
5196,0.0,0.26,0.47,0.22,0.16,0.17,0.43
3972,0.0,0.14,0.46,0.09,0.1,0.25,0.99
3627,0.0,0.01,0.44,0.04,0.07,0.0,0.0
399,0.0,0.01,0.43,0.02,0.04,0.0,0.0
1533,1.0,0.46,0.5,0.45,0.53,0.58,1.0
564,0.0,0.23,0.48,0.16,0.29,0.21,0.98
5123,1.0,0.52,0.5,0.47,0.51,0.62,1.0
668,1.0,0.44,0.49,0.36,0.32,0.5,1.0
2321,0.0,0.38,0.49,0.21,0.27,0.25,1.0
1137,0.0,0.0,0.4,0.01,0.0,0.0,0.0
6828,0.0,0.01,0.42,0.02,0.04,0.0,0.0
1452,0.0,0.28,0.47,0.2,0.21,0.33,0.99
263,0.0,0.01,0.43,0.03,0.06,0.0,0.0
4248,0.0,0.3,0.49,0.2,0.18,0.42,1.0
5982,0.0,0.02,0.44,0.04,0.07,0.0,0.0
2933,0.0,0.01,0.41,0.01,0.01,0.0,0.0
5704,0.0,0.59,0.5,0.63,0.68,0.58,1.0
516,0.0,0.03,0.44,0.03,0.05,0.12,0.0
1833,0.0,0.48,0.5,0.44,0.33,0.54,1.0
291,0.0,0.06,0.44,0.03,0.05,0.04,0.0
3791,0.0,0.63,0.51,0.56,0.66,0.71,1.0
5934,1.0,0.55,0.5,0.52,0.64,0.58,1.0
4573,0.0,0.01,0.4,0.01,0.01,0.0,0.0
3466,0.0,0.01,0.4,0.01,0.01,0.04,0.0
5105,1.0,0.21,0.47,0.26,0.23,0.25,0.29
4220,0.0,0.01,0.43,0.02,0.01,0.0,0.0
6474,0.0,0.01,0.43,0.02,0.05,0.0,0.0
2102,0.0,0.36,0.49,0.34,0.48,0.38,1.0
4477,0.0,0.11,0.45,0.08,0.1,0.12,0.02
3979,0.0,0.02,0.41,0.01,0.01,0.04,0.0
1935,0.0,0.02,0.43,0.04,0.03,0.04,0.0
5018,0.0,0.0,0.39,0.01,0.0,0.0,0.0
3219,0.0,0.02,0.42,0.01,0.03,0.04,0.0
5317,1.0,0.35,0.48,0.26,0.31,0.38,1.0
4720,0.0,0.4,0.48,0.26,0.18,0.38,0.78
4912,1.0,0.46,0.49,0.47,0.51,0.62,1.0
1532,0.0,0.08,0.46,0.07,0.12,0.04,0.0
6692,0.0,0.16,0.46,0.1,0.14,0.17,0.57
6603,0.0,0.28,0.48,0.21,0.33,0.21,1.0
5520,0.0,0.07,0.46,0.08,0.11,0.12,0.11
6445,0.0,0.53,0.51,0.7,0.66,0.54,1.0
4150,0.0,0.72,0.51,0.76,0.79,0.75,1.0
867,0.0,0.12,0.47,0.19,0.21,0.25,0.0
2962,1.0,0.29,0.49,0.43,0.36,0.12,0.96
2238,0.0,0.77,0.53,0.77,0.76,0.75,1.0
6343,0.0,0.0,0.43,0.02,0.03,0.0,0.0
4580,0.0,0.01,0.4,0.01,0.01,0.0,0.0
4671,1.0,0.64,0.51,0.68,0.69,0.62,1.0
242,0.0,0.1,0.44,0.08,0.06,0.12,0.0
1359,1.0,0.79,0.52,0.78,0.81,0.79,1.0
6194,0.0,0.08,0.46,0.07,0.06,0.04,0.01
1572,1.0,0.52,0.5,0.43,0.45,0.71,1.0
4821,0.0,0.16,0.46,0.14,0.1,0.04,0.0
1541,0.0,0.02,0.39,0.01,0.01,0.04,0.0
3599,0.0,0.12,0.46,0.04,0.07,0.08,0.01
2668,1.0,0.3,0.48,0.27,0.16,0.25,0.0
3302,1.0,0.29,0.48,0.4,0.48,0.46,0.99
3004,1.0,0.68,0.52,0.78,0.64,0.58,1.0
526,0.0,0.01,0.43,0.04,0.03,0.04,0.0
1491,0.0,0.28,0.48,0.29,0.19,0.21,0.0
4925,0.0,0.26,0.46,0.16,0.1,0.21,0.0
1303,0.0,0.01,0.41,0.01,0.01,0.0,0.0
468,0.0,0.01,0.41,0.01,0.01,0.0,0.0
4841,0.0,0.65,0.49,0.53,0.58,0.83,1.0
4099,0.0,0.23,0.48,0.23,0.33,0.38,0.97
2445,0.0,0.34,0.47,0.15,0.22,0.21,1.0
3473,1.0,0.53,0.49,0.49,0.41,0.5,1.0
5290,0.0,0.0,0.42,0.02,0.01,0.0,0.0
4639,0.0,0.67,0.5,0.56,0.74,0.79,1.0
4322,0.0,0.68,0.52,0.76,0.7,0.58,1.0
5324,0.0,0.07,0.45,0.09,0.11,0.12,0.09
4487,0.0,0.04,0.45,0.08,0.1,0.0,0.0
5210,1.0,0.13,0.46,0.13,0.13,0.17,0.0
1014,1.0,0.39,0.48,0.23,0.3,0.42,1.0
1041,0.0,0.06,0.44,0.08,0.08,0.04,0.0
933,1.0,0.82,0.52,0.85,0.82,0.83,1.0
1687,0.0,0.03,0.44,0.03,0.08,0.04,0.0
5817,1.0,0.51,0.51,0.63,0.44,0.67,1.0
1794,0.0,0.01,0.42,0.01,0.01,0.0,0.0
6377,1.0,0.39,0.51,0.61,0.48,0.33,0.98
1835,0.0,0.57,0.51,0.65,0.48,0.54,1.0
4230,1.0,0.39,0.49,0.39,0.53,0.46,1.0
3619,0.0,0.01,0.4,0.02,0.01,0.0,0.0
2617,1.0,0.37,0.49,0.38,0.23,0.25,0.0
5360,1.0,0.33,0.51,0.63,0.59,0.5,1.0
298,0.0,0.35,0.49,0.25,0.32,0.46,1.0
3703,0.0,0.01,0.44,0.04,0.07,0.0,0.0
1270,0.0,0.01,0.41,0.01,0.01,0.0,0.0
6907,1.0,0.34,0.48,0.25,0.26,0.46,1.0
2289,0.0,0.11,0.42,0.06,0.03,0.08,0.0
1748,0.0,0.0,0.41,0.01,0.01,0.0,0.0
1683,0.0,0.0,0.41,0.01,0.02,0.0,0.0
6075,0.0,0.18,0.46,0.08,0.15,0.12,0.03
5356,0.0,0.07,0.44,0.06,0.1,0.12,0.0
220,1.0,0.66,0.51,0.66,0.68,0.62,1.0
6433,0.0,0.0,0.41,0.01,0.01,0.0,0.0
1811,0.0,0.43,0.49,0.42,0.55,0.58,1.0
2073,0.0,0.12,0.46,0.06,0.13,0.12,0.0
1277,0.0,0.0,0.39,0.01,0.01,0.0,0.0
57,0.0,0.38,0.48,0.22,0.16,0.38,0.11
2173,0.0,0.68,0.51,0.68,0.68,0.71,1.0
1115,0.0,0.09,0.43,0.05,0.04,0.17,0.0
3668,0.0,0.09,0.45,0.1,0.14,0.21,0.07
1961,0.0,0.07,0.44,0.08,0.07,0.08,0.02
6540,0.0,0.06,0.45,0.07,0.1,0.08,0.13
4168,0.0,0.01,0.43,0.02,0.03,0.0,0.0
458,0.0,0.18,0.47,0.27,0.17,0.33,0.0
1346,1.0,0.64,0.51,0.67,0.68,0.75,1.0
6579,0.0,0.02,0.41,0.03,0.01,0.04,0.0
3718,0.0,0.37,0.5,0.49,0.36,0.29,1.0
5059,1.0,0.57,0.5,0.62,0.61,0.5,1.0
4161,0.0,0.61,0.49,0.58,0.36,0.54,1.0
4108,0.0,0.01,0.43,0.05,0.04,0.0,0.0
1069,0.0,0.11,0.44,0.04,0.08,0.33,0.02
4851,1.0,0.67,0.51,0.71,0.72,0.75,1.0
5428,1.0,0.68,0.51,0.66,0.7,0.71,1.0
3493,0.0,0.55,0.5,0.68,0.41,0.58,1.0
5135,0.0,0.32,0.49,0.34,0.25,0.25,0.0
206,0.0,0.0,0.41,0.01,0.01,0.0,0.0
6243,0.0,0.04,0.41,0.02,0.02,0.0,0.0
3830,1.0,0.81,0.52,0.83,0.81,0.67,1.0
731,0.0,0.15,0.47,0.12,0.16,0.12,0.0
4741,0.0,0.66,0.51,0.68,0.73,0.67,1.0
4966,0.0,0.13,0.47,0.14,0.21,0.29,1.0
3133,0.0,0.17,0.45,0.07,0.04,0.17,0.0
1595,1.0,0.63,0.52,0.77,0.7,0.71,1.0
2833,0.0,0.01,0.42,0.01,0.01,0.0,0.0
685,0.0,0.56,0.51,0.58,0.41,0.5,1.0
1754,0.0,0.09,0.44,0.05,0.05,0.08,0.0
5206,0.0,0.03,0.42,0.01,0.02,0.04,0.0
5760,0.0,0.47,0.5,0.53,0.6,0.58,1.0
1183,0.0,0.15,0.48,0.15,0.21,0.21,0.87
3898,0.0,0.05,0.43,0.03,0.03,0.04,0.0
4259,1.0,0.1,0.47,0.22,0.22,0.25,0.0
6041,0.0,0.15,0.47,0.16,0.17,0.17,0.0
3010,0.0,0.36,0.48,0.25,0.3,0.54,1.0
5711,1.0,0.5,0.5,0.54,0.65,0.54,1.0
109,0.0,0.0,0.39,0.01,0.0,0.0,0.0
1717,0.0,0.0,0.39,0.01,0.0,0.0,0.0
2766,0.0,0.25,0.47,0.19,0.13,0.29,0.0
4842,1.0,0.31,0.48,0.32,0.37,0.42,1.0
6026,0.0,0.12,0.46,0.08,0.13,0.08,0.0
5516,1.0,0.44,0.49,0.44,0.36,0.42,1.0
4313,0.0,0.28,0.48,0.21,0.34,0.33,1.0
5759,1.0,0.75,0.52,0.71,0.62,0.67,1.0
1988,1.0,0.29,0.48,0.31,0.22,0.25,0.49
1358,0.0,0.4,0.5,0.32,0.48,0.46,1.0
3286,1.0,0.66,0.51,0.61,0.68,0.79,1.0
3967,0.0,0.01,0.43,0.03,0.04,0.0,0.0
6250,0.0,0.08,0.45,0.11,0.05,0.12,0.0
6170,0.0,0.16,0.48,0.31,0.18,0.08,0.0
194,0.0,0.02,0.41,0.01,0.01,0.0,0.0
1601,0.0,0.14,0.48,0.23,0.28,0.33,0.95
4320,0.0,0.07,0.42,0.03,0.01,0.12,0.0
5805,0.0,0.21,0.47,0.1,0.23,0.46,0.99
4461,0.0,0.49,0.5,0.42,0.54,0.62,1.0
3048,0.0,0.5,0.5,0.55,0.41,0.58,1.0
4726,0.0,0.15,0.42,0.03,0.03,0.17,0.0
2016,1.0,0.64,0.51,0.71,0.7,0.71,1.0
4654,0.0,0.06,0.44,0.07,0.04,0.04,0.0
1980,0.0,0.67,0.51,0.7,0.73,0.58,1.0
4546,1.0,0.59,0.5,0.59,0.59,0.71,1.0
2890,1.0,0.32,0.48,0.28,0.21,0.33,1.0
6946,0.0,0.34,0.47,0.14,0.13,0.21,0.6
3857,0.0,0.23,0.47,0.17,0.17,0.33,0.0
1039,1.0,0.38,0.48,0.29,0.28,0.46,1.0
1610,0.0,0.04,0.42,0.01,0.01,0.04,0.0
5376,0.0,0.04,0.44,0.02,0.08,0.04,0.0
854,0.0,0.0,0.41,0.01,0.01,0.0,0.0
3228,0.0,0.21,0.48,0.29,0.25,0.33,0.65
5255,0.0,0.57,0.5,0.5,0.53,0.5,1.0
6714,0.0,0.59,0.51,0.66,0.67,0.62,1.0
5443,0.0,0.34,0.47,0.18,0.24,0.71,1.0
168,1.0,0.37,0.48,0.27,0.22,0.33,1.0
4496,0.0,0.02,0.41,0.01,0.01,0.0,0.0
1605,0.0,0.0,0.41,0.01,0.01,0.0,0.0
605,0.0,0.02,0.41,0.02,0.01,0.0,0.0
891,1.0,0.47,0.5,0.42,0.35,0.58,0.99
4378,0.0,0.08,0.43,0.02,0.02,0.04,0.0
2645,0.0,0.17,0.48,0.31,0.18,0.08,0.0
6892,0.0,0.2,0.47,0.21,0.16,0.33,0.01
2625,0.0,0.27,0.49,0.23,0.23,0.42,1.0
3937,0.0,0.13,0.47,0.25,0.21,0.08,0.0
2538,0.0,0.11,0.44,0.13,0.09,0.21,0.0
3313,0.0,0.31,0.49,0.32,0.24,0.25,0.0
1347,0.0,0.0,0.42,0.02,0.04,0.0,0.0
3739,0.0,0.12,0.44,0.04,0.09,0.08,0.0
5699,0.0,0.55,0.5,0.56,0.58,0.71,1.0
6594,0.0,0.11,0.47,0.16,0.21,0.25,0.0
833,0.0,0.43,0.5,0.42,0.46,0.42,1.0
1686,1.0,0.19,0.47,0.14,0.22,0.25,1.0
6988,0.0,0.12,0.47,0.11,0.22,0.08,0.87
5189,0.0,0.41,0.51,0.6,0.46,0.38,1.0
3983,1.0,0.6,0.51,0.69,0.59,0.54,1.0
954,0.0,0.64,0.51,0.68,0.73,0.67,1.0
6467,0.0,0.58,0.51,0.6,0.63,0.67,1.0
6062,0.0,0.45,0.49,0.26,0.23,0.5,1.0
4619,1.0,0.56,0.51,0.71,0.6,0.54,1.0
6338,0.0,0.44,0.49,0.36,0.23,0.33,0.0
2042,0.0,0.1,0.47,0.08,0.18,0.21,0.98
6497,0.0,0.55,0.5,0.53,0.46,0.62,1.0
4257,0.0,0.48,0.5,0.43,0.35,0.54,1.0
1525,0.0,0.12,0.46,0.07,0.13,0.17,0.0
1940,0.0,0.05,0.44,0.04,0.03,0.08,0.0
3917,1.0,0.77,0.53,0.73,0.68,0.71,1.0
6422,0.0,0.07,0.45,0.07,0.04,0.08,0.06
2429,0.0,0.09,0.46,0.06,0.07,0.17,0.03
5291,0.0,0.07,0.46,0.07,0.07,0.04,0.05
2633,0.0,0.09,0.46,0.11,0.08,0.12,0.0
4158,0.0,0.0,0.41,0.01,0.02,0.0,0.0
6328,0.0,0.01,0.42,0.01,0.01,0.0,0.0
2768,0.0,0.01,0.44,0.03,0.08,0.0,0.0
294,0.0,0.11,0.46,0.07,0.14,0.12,0.0
3426,1.0,0.81,0.53,0.74,0.7,0.71,1.0
3805,1.0,0.75,0.53,0.79,0.73,0.71,1.0
6175,0.0,0.17,0.46,0.13,0.22,0.25,0.4
7032,1.0,0.83,0.53,0.85,0.78,0.71,1.0
3031,1.0,0.42,0.49,0.39,0.34,0.46,1.0
552,0.0,0.03,0.41,0.01,0.01,0.04,0.0
5707,0.0,0.57,0.5,0.6,0.41,0.62,1.0
3446,0.0,0.28,0.48,0.27,0.21,0.25,0.25
5054,0.0,0.07,0.44,0.04,0.02,0.08,0.0
3882,0.0,0.45,0.49,0.42,0.36,0.46,1.0
5159,0.0,0.64,0.51,0.67,0.7,0.67,1.0
6825,0.0,0.63,0.5,0.45,0.55,0.62,1.0
2627,0.0,0.07,0.42,0.01,0.02,0.04,0.0
2221,0.0,0.03,0.41,0.01,0.0,0.04,0.0
3242,0.0,0.01,0.43,0.03,0.04,0.0,0.0
6949,0.0,0.1,0.45,0.09,0.1,0.0,0.0
71,0.0,0.06,0.44,0.04,0.03,0.04,0.0
6455,0.0,0.32,0.49,0.27,0.26,0.42,1.0
49,0.0,0.06,0.42,0.01,0.01,0.04,0.0
3640,1.0,0.48,0.5,0.5,0.61,0.54,1.0
800,0.0,0.08,0.45,0.05,0.06,0.33,0.0
6293,0.0,0.02,0.42,0.01,0.02,0.0,0.0
2345,0.0,0.21,0.47,0.3,0.2,0.29,0.0
5913,0.0,0.09,0.45,0.06,0.15,0.21,0.01
1396,1.0,0.21,0.48,0.2,0.19,0.29,0.65
4752,0.0,0.0,0.43,0.02,0.05,0.0,0.0
750,0.0,0.17,0.46,0.08,0.15,0.29,0.99
6524,1.0,0.6,0.51,0.67,0.72,0.62,1.0
1074,0.0,0.39,0.48,0.23,0.18,0.33,0.0
1780,1.0,0.01,0.43,0.03,0.06,0.04,0.0
7031,0.0,0.09,0.44,0.06,0.04,0.12,0.01
3602,0.0,0.14,0.46,0.1,0.14,0.12,0.92
1688,0.0,0.0,0.41,0.01,0.02,0.0,0.0
6503,0.0,0.13,0.45,0.1,0.05,0.04,0.0
5862,0.0,0.45,0.49,0.38,0.44,0.67,1.0
6830,0.0,0.0,0.42,0.01,0.02,0.0,0.0
6939,0.0,0.12,0.46,0.11,0.21,0.29,0.52
6772,1.0,0.12,0.45,0.07,0.09,0.12,0.03
15,0.0,0.02,0.44,0.04,0.03,0.0,0.0
6997,0.0,0.54,0.49,0.37,0.45,0.54,1.0
1451,0.0,0.17,0.47,0.1,0.25,0.17,0.98
5060,0.0,0.28,0.48,0.32,0.38,0.25,1.0
1782,0.0,0.26,0.48,0.22,0.4,0.62,1.0
1563,0.0,0.64,0.51,0.62,0.65,0.71,1.0
4616,0.0,0.21,0.47,0.17,0.26,0.29,1.0
4101,0.0,0.18,0.48,0.25,0.36,0.17,1.0
664,0.0,0.01,0.41,0.01,0.01,0.0,0.0
3170,0.0,0.32,0.48,0.34,0.44,0.46,0.99
5327,0.0,0.0,0.41,0.01,0.02,0.0,0.0
3002,0.0,0.15,0.45,0.09,0.12,0.17,0.01
6354,0.0,0.13,0.45,0.07,0.05,0.25,0.0
1173,1.0,0.33,0.49,0.41,0.3,0.21,0.0
6807,0.0,0.02,0.43,0.03,0.05,0.08,0.0
6904,0.0,0.23,0.48,0.14,0.16,0.42,1.0
5827,0.0,0.43,0.49,0.31,0.41,0.38,1.0
2941,0.0,0.02,0.43,0.04,0.04,0.08,0.0
5174,1.0,0.56,0.5,0.53,0.64,0.67,1.0
271,0.0,0.04,0.43,0.02,0.02,0.04,0.0
5152,0.0,0.03,0.42,0.01,0.01,0.04,0.0
5996,0.0,0.02,0.41,0.01,0.01,0.04,0.0
3804,0.0,0.62,0.5,0.6,0.6,0.62,1.0
5154,1.0,0.63,0.5,0.69,0.64,0.83,1.0
1449,0.0,0.34,0.46,0.14,0.2,0.25,0.0
4495,1.0,0.78,0.53,0.76,0.7,0.67,1.0
4262,1.0,0.33,0.49,0.44,0.36,0.46,1.0
6219,1.0,0.67,0.51,0.7,0.56,0.75,1.0
1863,0.0,0.04,0.44,0.04,0.11,0.0,0.0
3350,1.0,0.48,0.51,0.57,0.4,0.54,1.0
6052,0.0,0.03,0.43,0.03,0.03,0.0,0.0
4990,0.0,0.27,0.48,0.21,0.25,0.29,1.0
48,0.0,0.03,0.43,0.04,0.03,0.12,0.0
4000,0.0,0.62,0.51,0.66,0.64,0.62,1.0
4737,0.0,0.01,0.43,0.05,0.04,0.0,0.0
6033,1.0,0.64,0.5,0.59,0.66,0.75,1.0
3991,1.0,0.65,0.51,0.7,0.72,0.58,1.0
350,0.0,0.05,0.42,0.02,0.02,0.04,0.0
253,0.0,0.14,0.45,0.09,0.1,0.08,0.0
3296,0.0,0.21,0.47,0.19,0.22,0.38,1.0
2561,0.0,0.02,0.44,0.04,0.03,0.08,0.0
3371,1.0,0.19,0.46,0.1,0.15,0.21,0.0
2745,1.0,0.8,0.54,0.89,0.82,0.71,1.0
2700,0.0,0.32,0.47,0.21,0.27,0.38,1.0
2690,1.0,0.49,0.5,0.57,0.6,0.58,1.0
5248,0.0,0.02,0.43,0.05,0.07,0.08,0.0
4958,0.0,0.37,0.49,0.34,0.26,0.42,1.0
7004,0.0,0.42,0.49,0.37,0.41,0.5,1.0
6431,0.0,0.04,0.42,0.02,0.03,0.0,0.0
4640,1.0,0.75,0.53,0.74,0.64,0.79,1.0
439,0.0,0.37,0.5,0.45,0.26,0.29,0.99
6134,0.0,0.35,0.48,0.22,0.33,0.42,1.0
2440,0.0,0.16,0.45,0.07,0.07,0.12,0.0
5173,0.0,0.42,0.49,0.35,0.34,0.46,1.0
752,0.0,0.16,0.47,0.13,0.21,0.21,0.16
4243,0.0,0.16,0.46,0.08,0.09,0.17,0.36
5143,0.0,0.1,0.44,0.05,0.04,0.08,0.0
1042,0.0,0.57,0.5,0.47,0.48,0.58,1.0
2076,0.0,0.15,0.46,0.12,0.14,0.17,0.06
1760,0.0,0.09,0.45,0.08,0.05,0.08,0.02
6959,0.0,0.3,0.47,0.2,0.31,0.46,0.99
4202,0.0,0.08,0.44,0.05,0.08,0.04,0.0
6286,0.0,0.1,0.46,0.08,0.13,0.04,0.0
2432,0.0,0.07,0.44,0.05,0.05,0.0,0.0
3632,0.0,0.39,0.49,0.37,0.48,0.5,1.0
5635,0.0,0.17,0.47,0.14,0.21,0.25,1.0
2004,1.0,0.36,0.5,0.39,0.56,0.46,1.0
2524,0.0,0.01,0.39,0.01,0.0,0.0,0.0
