index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
5989,0.0,0.03,0.47,0.01,0.06,0.0,0.51
2764,0.0,0.1,0.49,0.06,0.09,0.13,0.63
3975,0.0,0.05,0.48,0.17,0.05,0.04,0.57
1544,0.0,0.05,0.48,0.06,0.03,0.09,0.29
2629,0.0,0.04,0.48,0.02,0.03,0.0,0.14
3490,0.0,0.13,0.49,0.09,0.09,0.13,0.8
1598,0.0,0.04,0.48,0.02,0.02,0.0,0.0
4439,0.0,0.06,0.49,0.07,0.05,0.09,0.0
735,0.0,0.05,0.48,0.09,0.04,0.04,0.14
5004,0.0,0.04,0.48,0.05,0.04,0.09,0.24
5108,0.0,0.03,0.48,0.02,0.02,0.0,0.0
2303,0.0,0.04,0.48,0.03,0.05,0.09,0.15
2823,0.0,0.04,0.47,0.02,0.03,0.0,0.27
3973,0.0,0.03,0.48,0.03,0.04,0.0,0.26
5542,0.0,0.03,0.37,0.01,0.05,0.0,0.0
3103,0.0,0.04,0.48,0.02,0.05,0.09,0.23
3933,0.0,0.03,0.48,0.01,0.03,0.04,0.07
180,0.0,0.09,0.49,0.06,0.12,0.0,0.33
4756,0.0,0.04,0.48,0.03,0.03,0.04,0.33
4488,1.0,0.06,0.49,0.06,0.06,0.04,0.53
48,0.0,0.08,0.41,0.05,0.2,0.04,0.71
6274,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1158,0.0,0.04,0.48,0.04,0.04,0.09,0.04
4495,0.0,0.04,0.48,0.03,0.05,0.04,0.33
6269,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3775,0.0,0.03,0.46,0.02,0.02,0.04,0.0
3636,0.0,0.04,0.48,0.02,0.03,0.0,0.11
724,0.0,0.04,0.49,0.04,0.04,0.0,0.07
4562,0.0,0.04,0.48,0.02,0.06,0.09,0.38
1645,0.0,0.04,0.48,0.03,0.02,0.0,0.02
1067,0.0,0.04,0.48,0.02,0.03,0.0,0.28
4893,0.0,0.04,0.48,0.06,0.04,0.04,0.42
3464,0.0,0.03,0.48,0.02,0.02,0.04,0.17
2424,0.0,0.03,0.46,0.02,0.02,0.0,0.0
2406,0.0,0.04,0.48,0.01,0.04,0.09,0.04
2391,0.0,0.06,0.48,0.07,0.05,0.09,0.6
1193,0.0,0.07,0.49,0.05,0.07,0.04,0.77
5894,0.0,0.03,0.47,0.01,0.06,0.0,0.51
4689,0.0,0.04,0.48,0.04,0.06,0.04,0.33
673,0.0,0.09,0.49,0.11,0.06,0.04,0.72
1923,0.0,0.04,0.48,0.03,0.05,0.0,0.09
1933,0.0,0.04,0.48,0.03,0.05,0.09,0.44
3939,0.0,0.03,0.47,0.02,0.02,0.04,0.01
2104,0.0,0.05,0.48,0.02,0.04,0.09,0.27
3826,0.0,0.04,0.47,0.05,0.02,0.09,0.22
6287,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5535,0.0,0.03,0.48,0.01,0.05,0.0,0.53
4363,0.0,0.03,0.48,0.01,0.06,0.0,0.53
1356,0.0,0.03,0.48,0.01,0.03,0.0,0.02
614,0.0,0.05,0.48,0.04,0.04,0.09,0.06
2085,0.0,0.06,0.48,0.03,0.06,0.13,0.53
339,0.0,0.04,0.48,0.05,0.03,0.13,0.39
3712,0.0,0.03,0.47,0.02,0.01,0.0,0.03
1838,0.0,0.04,0.48,0.05,0.05,0.04,0.31
6178,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3838,0.0,0.03,0.47,0.03,0.02,0.09,0.0
3667,1.0,0.04,0.48,0.07,0.05,0.04,0.12
5484,0.0,0.03,0.48,0.04,0.07,0.04,0.52
5120,0.0,0.02,0.37,0.01,0.01,0.0,0.0
257,0.0,0.05,0.48,0.04,0.03,0.22,0.48
5911,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1857,0.0,0.04,0.48,0.02,0.04,0.0,0.3
1200,1.0,0.04,0.48,0.03,0.03,0.0,0.0
5499,0.0,0.03,0.38,0.02,0.03,0.0,0.0
4533,0.0,0.03,0.48,0.03,0.02,0.0,0.0
5528,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1898,0.0,0.05,0.48,0.04,0.07,0.13,0.49
2593,0.0,0.04,0.49,0.05,0.03,0.04,0.02
5378,0.0,0.03,0.48,0.02,0.05,0.0,0.4
1803,0.0,0.05,0.49,0.07,0.04,0.17,0.24
4869,0.0,0.05,0.48,0.03,0.06,0.0,0.58
4674,0.0,0.04,0.47,0.02,0.04,0.0,0.32
1085,0.0,0.05,0.49,0.06,0.08,0.0,0.29
1387,0.0,0.05,0.47,0.04,0.03,0.0,0.13
5256,0.0,0.04,0.48,0.07,0.07,0.04,0.33
1471,0.0,0.05,0.48,0.05,0.05,0.04,0.32
4978,0.0,0.03,0.48,0.01,0.05,0.04,0.12
6239,0.0,0.03,0.47,0.01,0.06,0.0,0.48
1227,0.0,0.04,0.48,0.02,0.03,0.0,0.01
3231,0.0,0.07,0.49,0.18,0.05,0.13,0.63
2921,1.0,0.12,0.49,0.13,0.11,0.09,0.7
2307,0.0,0.05,0.48,0.05,0.05,0.0,0.34
1719,0.0,0.03,0.49,0.02,0.03,0.0,0.01
898,0.0,0.07,0.49,0.14,0.06,0.0,0.62
5452,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3598,0.0,0.06,0.48,0.06,0.07,0.13,0.63
1445,0.0,0.12,0.49,0.11,0.12,0.13,0.67
1064,0.0,0.04,0.46,0.03,0.03,0.04,0.12
5517,0.0,0.03,0.48,0.01,0.04,0.04,0.0
4345,0.0,0.05,0.48,0.04,0.05,0.0,0.62
519,0.0,0.06,0.49,0.21,0.06,0.04,0.29
2911,0.0,0.04,0.48,0.03,0.02,0.0,0.0
5485,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1159,0.0,0.04,0.48,0.02,0.03,0.0,0.29
3436,0.0,0.13,0.49,0.09,0.09,0.13,0.8
5774,0.0,0.03,0.47,0.01,0.06,0.0,0.51
108,0.0,0.09,0.39,0.12,0.17,0.09,0.02
1775,0.0,0.05,0.48,0.06,0.04,0.04,0.43
3178,0.0,0.05,0.49,0.12,0.05,0.04,0.34
3871,0.0,0.03,0.47,0.02,0.02,0.0,0.01
4721,0.0,0.05,0.48,0.06,0.06,0.09,0.36
3339,1.0,0.06,0.38,0.12,0.09,0.13,0.1
1030,0.0,0.04,0.48,0.02,0.04,0.09,0.52
2021,0.0,0.07,0.49,0.08,0.06,0.09,0.17
3427,0.0,0.06,0.48,0.08,0.07,0.13,0.41
4273,0.0,0.04,0.48,0.04,0.03,0.0,0.08
5429,0.0,0.03,0.47,0.02,0.06,0.0,0.47
1733,0.0,0.08,0.49,0.07,0.08,0.04,0.59
4580,0.0,0.05,0.49,0.01,0.02,0.04,0.0
6254,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4473,0.0,0.07,0.49,0.14,0.06,0.09,0.62
3130,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1315,0.0,0.14,0.49,0.18,0.14,0.26,0.91
2583,0.0,0.06,0.49,0.12,0.05,0.13,0.59
5773,0.0,0.03,0.47,0.01,0.06,0.0,0.51
5799,0.0,0.03,0.47,0.01,0.06,0.0,0.51
4499,1.0,0.19,0.5,0.5,0.09,0.61,0.81
2499,0.0,0.03,0.38,0.02,0.02,0.0,0.0
5407,0.0,0.03,0.48,0.02,0.05,0.0,0.02
904,0.0,0.05,0.49,0.1,0.05,0.04,0.31
3886,0.0,0.04,0.48,0.04,0.04,0.04,0.14
4849,0.0,0.04,0.49,0.02,0.02,0.04,0.0
4707,0.0,0.03,0.47,0.02,0.01,0.0,0.0
4954,0.0,0.04,0.48,0.03,0.04,0.04,0.53
5152,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4027,0.0,0.03,0.48,0.01,0.03,0.04,0.37
5176,0.0,0.03,0.38,0.04,0.05,0.0,0.1
5990,0.0,0.03,0.47,0.01,0.06,0.0,0.51
748,0.0,0.05,0.48,0.05,0.04,0.09,0.48
6203,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3117,0.0,0.04,0.48,0.02,0.03,0.0,0.37
1479,0.0,0.05,0.48,0.04,0.05,0.0,0.32
4422,0.0,0.03,0.48,0.01,0.06,0.0,0.53
716,0.0,0.06,0.48,0.08,0.03,0.09,0.31
4390,0.0,0.04,0.47,0.03,0.02,0.04,0.25
4777,0.0,0.03,0.48,0.03,0.02,0.0,0.0
1051,0.0,0.05,0.48,0.03,0.05,0.09,0.32
2005,0.0,0.06,0.48,0.04,0.06,0.0,0.55
2620,0.0,0.03,0.47,0.01,0.02,0.0,0.03
2981,0.0,0.09,0.49,0.12,0.05,0.04,0.7
1055,0.0,0.07,0.48,0.09,0.07,0.04,0.56
4801,0.0,0.05,0.48,0.05,0.07,0.04,0.42
5739,0.0,0.03,0.47,0.01,0.06,0.0,0.51
6305,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4246,0.0,0.05,0.48,0.09,0.04,0.09,0.17
4485,0.0,0.05,0.48,0.06,0.04,0.0,0.22
5472,0.0,0.04,0.48,0.02,0.03,0.04,0.0
1213,1.0,0.2,0.5,0.56,0.09,0.65,0.81
5596,0.0,0.03,0.47,0.02,0.05,0.0,0.45
2007,0.0,0.07,0.49,0.03,0.08,0.09,0.7
4567,0.0,0.03,0.27,0.01,0.03,0.0,0.0
3496,0.0,0.05,0.48,0.06,0.05,0.04,0.58
793,0.0,0.06,0.49,0.16,0.05,0.04,0.65
2802,0.0,0.05,0.48,0.04,0.04,0.13,0.08
2351,0.0,0.08,0.49,0.07,0.05,0.09,0.68
2177,0.0,0.03,0.38,0.01,0.01,0.04,0.0
2606,0.0,0.06,0.48,0.06,0.06,0.0,0.23
2780,0.0,0.03,0.48,0.01,0.03,0.04,0.05
3354,0.0,0.04,0.48,0.03,0.05,0.0,0.59
6214,0.0,0.03,0.47,0.01,0.06,0.0,0.5
511,0.0,0.04,0.48,0.09,0.03,0.0,0.07
2724,0.0,0.09,0.49,0.07,0.09,0.04,0.77
5520,0.0,0.03,0.48,0.02,0.06,0.04,0.49
5303,0.0,0.03,0.47,0.01,0.06,0.0,0.5
2872,0.0,0.05,0.48,0.04,0.04,0.0,0.51
3542,0.0,0.07,0.49,0.13,0.06,0.13,0.59
4052,0.0,0.03,0.48,0.02,0.02,0.0,0.1
6296,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5518,0.0,0.03,0.46,0.01,0.04,0.0,0.01
5879,0.0,0.03,0.48,0.01,0.06,0.0,0.53
2052,0.0,0.07,0.49,0.02,0.06,0.04,0.35
2661,0.0,0.05,0.48,0.05,0.05,0.0,0.41
5862,0.0,0.03,0.47,0.01,0.06,0.0,0.51
5254,0.0,0.03,0.48,0.03,0.06,0.0,0.05
1797,0.0,0.03,0.47,0.01,0.06,0.0,0.5
562,0.0,0.09,0.49,0.21,0.08,0.13,0.68
857,0.0,0.04,0.48,0.05,0.04,0.13,0.3
2805,0.0,0.05,0.48,0.03,0.03,0.04,0.0
3896,0.0,0.04,0.48,0.03,0.03,0.04,0.33
3040,0.0,0.06,0.48,0.04,0.05,0.0,0.58
2510,0.0,0.05,0.49,0.06,0.05,0.09,0.6
3798,0.0,0.13,0.49,0.09,0.09,0.13,0.8
2009,0.0,0.03,0.48,0.02,0.02,0.0,0.0
2861,0.0,0.06,0.39,0.05,0.04,0.0,0.0
1880,0.0,0.04,0.48,0.02,0.06,0.0,0.23
6182,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3698,0.0,0.05,0.48,0.1,0.06,0.09,0.65
3717,0.0,0.06,0.48,0.09,0.05,0.0,0.59
2518,0.0,0.04,0.39,0.05,0.02,0.0,0.01
4920,0.0,0.04,0.48,0.01,0.01,0.0,0.0
1476,0.0,0.04,0.48,0.04,0.04,0.0,0.14
886,0.0,0.04,0.48,0.03,0.03,0.04,0.08
2871,0.0,0.05,0.48,0.05,0.06,0.0,0.42
2752,0.0,0.04,0.48,0.02,0.03,0.0,0.0
3952,0.0,0.09,0.49,0.12,0.07,0.09,0.7
1630,0.0,0.04,0.48,0.03,0.03,0.04,0.0
5370,0.0,0.03,0.48,0.01,0.04,0.04,0.01
5654,0.0,0.03,0.48,0.02,0.05,0.04,0.04
5800,0.0,0.03,0.47,0.01,0.06,0.0,0.5
966,0.0,0.03,0.48,0.01,0.03,0.0,0.01
5665,0.0,0.03,0.48,0.02,0.05,0.0,0.42
3978,0.0,0.05,0.48,0.13,0.05,0.0,0.41
2548,0.0,0.05,0.48,0.04,0.06,0.04,0.45
2586,0.0,0.04,0.48,0.03,0.02,0.0,0.0
4611,0.0,0.08,0.49,0.09,0.07,0.17,0.29
5147,0.0,0.03,0.48,0.02,0.02,0.0,0.0
5121,0.0,0.04,0.38,0.02,0.02,0.04,0.0
3052,0.0,0.05,0.48,0.05,0.06,0.0,0.39
5703,0.0,0.03,0.48,0.02,0.06,0.0,0.52
4746,0.0,0.03,0.48,0.04,0.03,0.04,0.12
4782,0.0,0.05,0.48,0.09,0.06,0.0,0.59
570,1.0,0.05,0.48,0.01,0.03,0.09,0.44
5785,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1028,0.0,0.03,0.48,0.04,0.03,0.04,0.0
1800,0.0,0.05,0.48,0.08,0.03,0.09,0.0
1877,0.0,0.04,0.48,0.02,0.03,0.0,0.18
6040,0.0,0.03,0.47,0.01,0.06,0.0,0.5
2171,0.0,0.06,0.48,0.03,0.07,0.04,0.67
4090,0.0,0.03,0.48,0.02,0.02,0.0,0.0
4272,1.0,0.13,0.49,0.09,0.09,0.09,0.79
1655,0.0,0.04,0.48,0.04,0.03,0.0,0.2
1727,0.0,0.05,0.49,0.08,0.04,0.0,0.15
3524,0.0,0.05,0.48,0.07,0.07,0.0,0.48
6073,0.0,0.03,0.47,0.01,0.06,0.0,0.51
5852,0.0,0.03,0.48,0.01,0.06,0.0,0.55
5651,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1776,0.0,0.06,0.49,0.09,0.04,0.09,0.53
615,0.0,0.05,0.48,0.05,0.03,0.04,0.17
3907,0.0,0.04,0.37,0.03,0.01,0.04,0.0
3873,0.0,0.03,0.47,0.02,0.02,0.0,0.03
561,0.0,0.05,0.49,0.1,0.04,0.0,0.02
4779,0.0,0.07,0.48,0.05,0.07,0.22,0.22
1454,0.0,0.04,0.48,0.03,0.03,0.04,0.02
3865,0.0,0.04,0.48,0.01,0.03,0.0,0.19
4376,0.0,0.04,0.48,0.02,0.03,0.09,0.23
1702,0.0,0.04,0.48,0.02,0.03,0.09,0.0
6045,0.0,0.03,0.47,0.01,0.06,0.0,0.51
1672,0.0,0.04,0.48,0.03,0.02,0.0,0.08
5848,0.0,0.03,0.48,0.01,0.06,0.0,0.55
2944,0.0,0.05,0.48,0.04,0.04,0.09,0.25
4589,0.0,0.03,0.47,0.03,0.02,0.0,0.0
2910,0.0,0.06,0.48,0.04,0.04,0.04,0.26
4184,1.0,0.04,0.48,0.05,0.05,0.09,0.37
5078,0.0,0.03,0.48,0.02,0.02,0.0,0.01
4843,0.0,0.03,0.47,0.01,0.06,0.0,0.51
5555,0.0,0.03,0.48,0.02,0.06,0.0,0.51
3051,0.0,0.04,0.39,0.03,0.02,0.04,0.06
3116,1.0,0.1,0.49,0.07,0.1,0.22,0.79
1888,0.0,0.04,0.48,0.02,0.04,0.0,0.09
2246,0.0,0.08,0.49,0.11,0.08,0.04,0.63
1974,1.0,0.04,0.48,0.03,0.05,0.0,0.13
4852,0.0,0.07,0.48,0.07,0.07,0.04,0.66
6217,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5807,0.0,0.03,0.48,0.01,0.04,0.04,0.05
1593,0.0,0.1,0.49,0.07,0.09,0.09,0.78
3999,0.0,0.04,0.48,0.03,0.04,0.0,0.54
1020,1.0,0.14,0.5,0.3,0.1,0.17,0.53
4476,0.0,0.06,0.48,0.03,0.07,0.09,0.61
5187,0.0,0.05,0.48,0.02,0.06,0.0,0.56
464,0.0,0.04,0.48,0.04,0.02,0.0,0.0
497,0.0,0.05,0.48,0.08,0.04,0.0,0.44
2720,0.0,0.03,0.47,0.02,0.02,0.0,0.0
5827,0.0,0.02,0.48,0.01,0.06,0.0,0.51
2687,0.0,0.04,0.48,0.04,0.04,0.0,0.02
5125,0.0,0.03,0.48,0.05,0.04,0.0,0.0
2345,0.0,0.05,0.48,0.04,0.04,0.0,0.5
315,0.0,0.06,0.49,0.14,0.05,0.09,0.59
3499,0.0,0.04,0.48,0.01,0.05,0.0,0.57
4167,0.0,0.08,0.49,0.09,0.08,0.09,0.66
6327,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1488,1.0,0.05,0.49,0.08,0.05,0.09,0.13
2474,0.0,0.04,0.48,0.05,0.04,0.17,0.39
1924,0.0,0.03,0.47,0.03,0.01,0.0,0.0
1370,0.0,0.05,0.48,0.04,0.05,0.0,0.28
4402,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4190,0.0,0.04,0.37,0.06,0.05,0.0,0.0
38,0.0,0.07,0.38,0.02,0.05,0.0,0.0
1887,0.0,0.04,0.48,0.02,0.04,0.0,0.41
1145,0.0,0.03,0.48,0.02,0.03,0.0,0.03
3118,0.0,0.04,0.48,0.02,0.03,0.04,0.0
1452,0.0,0.04,0.47,0.02,0.04,0.04,0.05
5605,0.0,0.03,0.47,0.01,0.06,0.0,0.51
3084,0.0,0.04,0.47,0.01,0.03,0.0,0.03
5886,0.0,0.03,0.47,0.01,0.06,0.0,0.51
3637,0.0,0.05,0.48,0.05,0.06,0.04,0.6
4531,0.0,0.11,0.49,0.09,0.09,0.09,0.76
1989,0.0,0.05,0.48,0.03,0.05,0.0,0.37
4582,0.0,0.1,0.49,0.12,0.07,0.13,0.77
2098,0.0,0.07,0.48,0.11,0.06,0.09,0.61
3306,0.0,0.05,0.49,0.11,0.04,0.04,0.11
3091,1.0,0.15,0.49,0.1,0.1,0.26,0.82
2800,0.0,0.03,0.47,0.01,0.03,0.04,0.0
1859,1.0,0.06,0.48,0.06,0.06,0.09,0.49
943,0.0,0.04,0.48,0.02,0.02,0.0,0.02
2476,0.0,0.05,0.48,0.04,0.05,0.09,0.58
2740,0.0,0.17,0.49,0.27,0.12,0.26,0.81
415,0.0,0.17,0.5,0.39,0.09,0.61,0.81
1469,0.0,0.04,0.48,0.04,0.04,0.09,0.07
1086,0.0,0.05,0.49,0.05,0.05,0.04,0.4
6012,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4895,0.0,0.05,0.48,0.01,0.06,0.04,0.6
1557,0.0,0.13,0.49,0.11,0.1,0.13,0.82
5396,0.0,0.03,0.48,0.01,0.05,0.04,0.14
2019,0.0,0.05,0.48,0.03,0.05,0.04,0.48
4008,0.0,0.03,0.48,0.01,0.02,0.04,0.05
1700,0.0,0.05,0.49,0.07,0.04,0.04,0.5
4020,0.0,0.06,0.48,0.09,0.06,0.09,0.37
5982,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3009,0.0,0.03,0.47,0.03,0.02,0.0,0.0
6093,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1678,1.0,0.11,0.49,0.13,0.07,0.13,0.79
812,0.0,0.03,0.47,0.04,0.02,0.0,0.0
1531,1.0,0.17,0.49,0.28,0.1,0.17,0.82
1266,0.0,0.04,0.48,0.02,0.04,0.0,0.37
1309,0.0,0.03,0.48,0.03,0.03,0.0,0.0
2178,1.0,0.11,0.49,0.1,0.07,0.13,0.8
5670,0.0,0.03,0.47,0.02,0.04,0.09,0.01
5584,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3782,0.0,0.09,0.48,0.2,0.09,0.22,0.41
1374,0.0,0.05,0.48,0.04,0.08,0.04,0.22
5486,0.0,0.03,0.48,0.02,0.06,0.0,0.54
4830,0.0,0.04,0.48,0.04,0.04,0.0,0.13
3090,0.0,0.06,0.48,0.05,0.07,0.04,0.67
1543,0.0,0.06,0.49,0.1,0.05,0.17,0.13
1178,0.0,0.05,0.48,0.02,0.06,0.13,0.56
4664,0.0,0.03,0.48,0.01,0.02,0.0,0.0
2114,0.0,0.06,0.48,0.05,0.05,0.04,0.55
3813,0.0,0.03,0.48,0.02,0.05,0.0,0.11
5625,0.0,0.03,0.48,0.02,0.05,0.0,0.53
391,0.0,0.03,0.39,0.03,0.01,0.0,0.0
850,0.0,0.04,0.48,0.07,0.04,0.0,0.1
355,0.0,0.04,0.48,0.04,0.02,0.04,0.09
4835,0.0,0.04,0.38,0.01,0.02,0.04,0.0
2259,0.0,0.06,0.48,0.05,0.06,0.04,0.43
3250,0.0,0.03,0.38,0.03,0.03,0.0,0.0
3006,0.0,0.06,0.48,0.07,0.06,0.09,0.59
2601,0.0,0.06,0.48,0.05,0.09,0.09,0.65
3584,0.0,0.06,0.48,0.03,0.05,0.0,0.64
4140,0.0,0.03,0.47,0.01,0.06,0.0,0.5
5331,0.0,0.03,0.48,0.02,0.06,0.0,0.42
1057,0.0,0.15,0.49,0.14,0.12,0.17,0.74
6021,0.0,0.03,0.47,0.01,0.06,0.0,0.51
2022,0.0,0.07,0.48,0.03,0.05,0.0,0.45
4815,0.0,0.03,0.49,0.01,0.02,0.0,0.0
5127,0.0,0.04,0.48,0.03,0.04,0.04,0.15
1350,0.0,0.08,0.49,0.05,0.06,0.04,0.77
2035,0.0,0.03,0.48,0.02,0.04,0.04,0.07
1617,0.0,0.03,0.48,0.02,0.02,0.0,0.0
2333,0.0,0.04,0.48,0.03,0.06,0.0,0.01
3563,0.0,0.05,0.48,0.05,0.05,0.13,0.55
732,0.0,0.04,0.48,0.04,0.03,0.13,0.47
6174,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3331,0.0,0.04,0.48,0.02,0.04,0.0,0.14
5112,0.0,0.04,0.48,0.01,0.05,0.09,0.32
1129,0.0,0.09,0.49,0.07,0.07,0.17,0.2
927,0.0,0.09,0.49,0.1,0.07,0.04,0.75
4347,0.0,0.05,0.48,0.12,0.05,0.09,0.49
105,0.0,0.17,0.49,0.25,0.14,0.17,0.68
2047,0.0,0.07,0.49,0.07,0.07,0.09,0.55
5218,0.0,0.04,0.48,0.02,0.04,0.09,0.01
6338,0.0,0.03,0.47,0.01,0.06,0.0,0.5
486,0.0,0.06,0.49,0.07,0.04,0.09,0.58
3215,0.0,0.06,0.49,0.16,0.04,0.09,0.58
470,0.0,0.04,0.49,0.04,0.02,0.0,0.06
3618,0.0,0.04,0.48,0.03,0.04,0.09,0.54
5047,0.0,0.04,0.48,0.02,0.04,0.04,0.03
2667,0.0,0.06,0.48,0.04,0.07,0.04,0.62
6236,0.0,0.03,0.47,0.01,0.06,0.0,0.5
4723,0.0,0.03,0.48,0.02,0.02,0.0,0.0
5291,0.0,0.04,0.48,0.01,0.05,0.04,0.12
5215,0.0,0.03,0.48,0.01,0.06,0.0,0.31
4118,0.0,0.04,0.48,0.02,0.02,0.0,0.0
3567,0.0,0.04,0.48,0.02,0.04,0.04,0.14
2042,0.0,0.05,0.48,0.04,0.06,0.13,0.51
602,0.0,0.03,0.48,0.04,0.02,0.0,0.14
902,0.0,0.06,0.49,0.06,0.06,0.0,0.5
714,0.0,0.05,0.49,0.05,0.05,0.04,0.0
6323,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3137,0.0,0.11,0.49,0.05,0.08,0.3,0.78
3828,0.0,0.03,0.47,0.01,0.06,0.0,0.51
6218,0.0,0.03,0.47,0.01,0.06,0.0,0.5
3461,0.0,0.03,0.47,0.01,0.02,0.0,0.03
1366,0.0,0.03,0.48,0.02,0.03,0.0,0.0
5977,0.0,0.03,0.47,0.01,0.06,0.0,0.51
2915,0.0,0.16,0.49,0.2,0.11,0.3,0.81
2941,0.0,0.09,0.49,0.04,0.1,0.09,0.86
4447,0.0,0.05,0.48,0.1,0.04,0.09,0.47
6024,0.0,0.03,0.47,0.01,0.06,0.0,0.51
4718,0.0,0.03,0.47,0.01,0.01,0.04,0.0
2882,0.0,0.03,0.47,0.01,0.01,0.04,0.01
513,0.0,0.05,0.48,0.09,0.06,0.13,0.36
5332,0.0,0.03,0.46,0.02,0.05,0.0,0.11
5838,0.0,0.03,0.47,0.01,0.06,0.0,0.5
2039,0.0,0.03,0.47,0.02,0.02,0.0,0.0
3738,0.0,0.03,0.48,0.03,0.02,0.0,0.01
5752,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1967,0.0,0.05,0.48,0.05,0.06,0.13,0.41
3745,0.0,0.05,0.48,0.07,0.05,0.0,0.51
1093,0.0,0.03,0.48,0.02,0.03,0.0,0.0
3703,0.0,0.05,0.48,0.03,0.03,0.04,0.02
2898,0.0,0.07,0.48,0.02,0.04,0.17,0.06
877,0.0,0.06,0.49,0.07,0.06,0.09,0.67
5143,0.0,0.03,0.48,0.0,0.03,0.0,0.1
4806,0.0,0.04,0.48,0.04,0.04,0.04,0.02
30,0.0,0.07,0.39,0.02,0.1,0.0,0.23
734,0.0,0.09,0.49,0.09,0.06,0.09,0.77
6259,0.0,0.03,0.47,0.01,0.06,0.0,0.5
1074,0.0,0.07,0.49,0.03,0.08,0.09,0.68
3034,0.0,0.03,0.48,0.03,0.03,0.04,0.03
1739,0.0,0.03,0.48,0.02,0.02,0.0,0.0
2968,0.0,0.05,0.48,0.04,0.05,0.09,0.51
342,0.0,0.05,0.49,0.05,0.05,0.04,0.14
3459,0.0,0.12,0.49,0.12,0.09,0.17,0.81
33,0.0,0.05,0.38,0.05,0.08,0.0,0.0
5165,0.0,0.03,0.47,0.01,0.01,0.04,0.0
353,0.0,0.05,0.48,0.07,0.03,0.04,0.45
6118,0.0,0.03,0.47,0.01,0.06,0.0,0.51
3154,0.0,0.06,0.49,0.15,0.04,0.09,0.58
2603,0.0,0.05,0.48,0.03,0.05,0.09,0.56
2671,0.0,0.09,0.49,0.06,0.09,0.04,0.74
5063,0.0,0.04,0.48,0.02,0.03,0.0,0.31
1821,0.0,0.07,0.49,0.04,0.08,0.09,0.64
3761,0.0,0.07,0.49,0.04,0.06,0.09,0.6
2088,0.0,0.06,0.48,0.02,0.07,0.04,0.6
2567,0.0,0.04,0.48,0.02,0.03,0.09,0.11
6018,0.0,0.03,0.47,0.01,0.06,0.0,0.51
5708,0.0,0.03,0.48,0.02,0.05,0.09,0.05
3895,0.0,0.03,0.47,0.05,0.04,0.0,0.2
5474,0.0,0.03,0.47,0.01,0.03,0.0,0.0
5180,0.0,0.04,0.48,0.03,0.05,0.04,0.31
5938,0.0,0.03,0.47,0.01,0.06,0.0,0.51
3206,0.0,0.03,0.47,0.01,0.02,0.0,0.06
1516,0.0,0.05,0.48,0.03,0.05,0.0,0.36
4087,0.0,0.03,0.47,0.02,0.02,0.13,0.0
1216,0.0,0.04,0.47,0.03,0.03,0.0,0.1
1050,0.0,0.06,0.48,0.03,0.09,0.17,0.08
5834,0.0,0.03,0.47,0.01,0.06,0.0,0.51
4336,0.0,0.03,0.48,0.01,0.02,0.09,0.0
3729,0.0,0.03,0.47,0.01,0.02,0.09,0.0
3641,0.0,0.05,0.48,0.02,0.05,0.0,0.58
533,1.0,0.04,0.49,0.05,0.03,0.04,0.0
2386,0.0,0.05,0.48,0.03,0.03,0.0,0.17
4990,0.0,0.03,0.48,0.01,0.04,0.0,0.09
28,0.0,0.03,0.38,0.01,0.04,0.0,0.0
4905,0.0,0.03,0.37,0.03,0.05,0.0,0.0
5847,0.0,0.03,0.47,0.01,0.06,0.0,0.51
6060,0.0,0.03,0.47,0.01,0.06,0.0,0.51
2265,0.0,0.06,0.48,0.06,0.07,0.04,0.48
3994,0.0,0.04,0.48,0.03,0.04,0.0,0.34
1594,0.0,0.04,0.48,0.04,0.03,0.0,0.14
4224,0.0,0.05,0.48,0.05,0.06,0.0,0.49
