index,Target,RandomForestClassifier,AdaBoostClassifier,GradientBoostingClassifier,LogisticRegression,KNeighborsClassifier,GaussianNB
4457,0.0,0.03,0.46,0.08,0.03,0.18,0.02
4332,1.0,0.91,0.51,0.39,0.29,0.71,0.87
4014,0.0,0.02,0.46,0.06,0.08,0.0,0.03
498,1.0,0.54,0.51,0.0,0.67,0.06,0.99
546,1.0,0.8,0.52,0.67,0.71,0.29,1.0
3108,0.0,0.01,0.45,0.07,0.01,0.06,0.0
2922,0.0,0.06,0.47,0.14,0.13,0.0,0.07
1126,0.0,0.09,0.45,0.04,0.01,0.06,0.0
2431,0.0,0.01,0.45,0.02,0.03,0.12,0.0
4336,0.0,0.05,0.45,0.06,0.02,0.0,0.0
423,0.0,0.02,0.48,0.17,0.3,0.12,0.01
4886,0.0,0.01,0.46,0.02,0.05,0.0,0.0
3687,0.0,0.1,0.49,0.06,0.4,0.12,0.97
2349,0.0,0.01,0.46,0.07,0.07,0.0,0.07
4234,0.0,0.01,0.46,0.05,0.03,0.06,0.04
4911,0.0,0.04,0.47,0.53,0.11,0.06,0.09
2194,0.0,0.06,0.48,0.04,0.13,0.0,0.73
3539,0.0,0.01,0.46,0.02,0.03,0.06,0.03
4082,0.0,0.06,0.47,0.18,0.09,0.12,0.11
2060,0.0,0.09,0.45,0.04,0.03,0.0,0.01
1909,0.0,0.05,0.47,0.3,0.08,0.06,0.01
1360,0.0,0.02,0.45,0.06,0.03,0.0,0.01
87,0.0,0.07,0.46,0.25,0.16,0.06,0.09
4060,0.0,0.02,0.46,0.05,0.13,0.18,0.04
3464,0.0,0.01,0.46,0.26,0.06,0.06,0.0
2067,0.0,0.38,0.49,0.22,0.25,0.29,0.19
366,0.0,0.07,0.49,0.13,0.33,0.18,0.27
502,1.0,0.94,0.49,0.24,0.62,0.29,0.99
2127,0.0,0.01,0.46,0.06,0.23,0.06,0.11
4047,0.0,0.12,0.48,0.6,0.15,0.06,0.25
3187,0.0,0.05,0.46,0.04,0.05,0.0,0.0
3340,0.0,0.02,0.46,0.03,0.05,0.12,0.05
2170,0.0,0.02,0.46,0.07,0.07,0.12,0.06
823,0.0,0.01,0.45,0.01,0.01,0.06,0.0
1844,1.0,0.7,0.48,0.16,0.12,0.12,0.03
323,0.0,0.04,0.46,0.02,0.05,0.0,0.11
1749,0.0,0.03,0.46,0.71,0.12,0.12,0.04
1287,0.0,0.01,0.45,0.05,0.08,0.0,0.02
3509,0.0,0.62,0.49,0.03,0.15,0.18,0.08
236,0.0,0.03,0.45,0.03,0.04,0.06,0.0
4283,1.0,0.92,0.49,0.05,0.4,0.12,0.95
534,0.0,0.59,0.49,0.25,0.4,0.12,0.95
2951,0.0,0.02,0.46,0.13,0.07,0.0,0.04
3139,0.0,0.08,0.46,0.04,0.07,0.06,0.03
784,0.0,0.05,0.48,0.04,0.05,0.12,0.06
2491,0.0,0.02,0.47,0.05,0.04,0.0,0.09
3026,0.0,0.1,0.49,0.02,0.48,0.24,0.56
2601,0.0,0.01,0.45,0.01,0.03,0.06,0.0
1649,0.0,0.02,0.46,0.06,0.01,0.0,0.06
4230,1.0,0.91,0.49,0.06,0.27,0.12,0.96
4633,0.0,0.03,0.46,0.11,0.12,0.06,0.08
1461,0.0,0.06,0.47,0.01,0.01,0.06,0.26
1502,0.0,0.16,0.49,0.1,0.68,0.29,0.99
4640,1.0,0.38,0.49,0.73,0.28,0.29,0.35
3489,0.0,0.05,0.45,0.1,0.15,0.06,0.06
2296,0.0,0.01,0.46,0.02,0.07,0.0,0.04
3053,0.0,0.01,0.46,0.13,0.03,0.0,0.03
3861,0.0,0.07,0.47,0.46,0.08,0.24,0.11
969,0.0,0.0,0.46,0.01,0.05,0.0,0.04
1592,0.0,0.05,0.46,0.13,0.04,0.06,0.02
4634,0.0,0.04,0.48,0.03,0.05,0.0,0.93
3208,0.0,0.02,0.47,0.1,0.17,0.06,0.1
4857,0.0,0.06,0.46,0.02,0.05,0.0,0.03
4881,0.0,0.03,0.46,0.08,0.02,0.18,0.02
1061,0.0,0.01,0.45,0.02,0.02,0.0,0.0
4413,0.0,0.07,0.46,0.39,0.16,0.0,0.12
1809,0.0,0.02,0.47,0.03,0.12,0.12,0.06
924,0.0,0.02,0.46,0.06,0.04,0.0,0.02
2631,0.0,0.06,0.45,0.01,0.05,0.12,0.01
3066,0.0,0.06,0.46,0.04,0.2,0.0,0.09
3960,0.0,0.17,0.47,0.05,0.11,0.18,0.11
3010,0.0,0.04,0.46,0.15,0.04,0.06,0.22
865,0.0,0.19,0.49,0.02,0.22,0.0,0.2
1843,0.0,0.01,0.47,0.2,0.18,0.06,0.06
2189,0.0,0.05,0.46,0.33,0.06,0.06,0.06
400,0.0,0.02,0.46,0.03,0.02,0.12,0.0
3629,0.0,0.11,0.46,0.25,0.03,0.12,0.08
4227,0.0,0.08,0.46,0.65,0.04,0.06,0.13
3449,0.0,0.01,0.44,0.02,0.02,0.0,0.0
3845,0.0,0.01,0.46,0.01,0.05,0.0,0.04
2688,0.0,0.05,0.47,0.11,0.12,0.06,0.08
2560,0.0,0.04,0.47,0.02,0.09,0.06,0.06
926,0.0,0.0,0.46,0.01,0.05,0.06,0.04
2078,0.0,0.06,0.45,0.11,0.01,0.06,0.0
2373,0.0,0.05,0.48,0.13,0.11,0.06,0.26
3594,0.0,0.05,0.46,0.29,0.08,0.18,0.09
2672,1.0,0.51,0.52,0.3,0.44,0.35,1.0
1858,0.0,0.27,0.47,0.53,0.1,0.12,0.2
3388,0.0,0.07,0.47,0.02,0.06,0.0,0.05
2602,1.0,0.67,0.49,0.21,0.4,0.24,0.92
3661,0.0,0.02,0.45,0.02,0.03,0.0,0.01
3954,1.0,0.3,0.5,0.42,0.53,0.29,0.69
455,1.0,0.6,0.49,0.6,0.32,0.47,0.53
4588,0.0,0.03,0.45,0.02,0.02,0.06,0.0
4106,0.0,0.15,0.48,0.11,0.07,0.06,0.16
990,0.0,0.1,0.46,0.03,0.03,0.0,0.0
812,0.0,0.02,0.46,0.07,0.03,0.18,0.02
1100,0.0,0.06,0.46,0.16,0.06,0.06,0.0
486,0.0,0.18,0.49,0.23,0.46,0.18,0.99
2003,0.0,0.14,0.48,0.01,0.33,0.06,0.93
920,0.0,0.09,0.46,0.31,0.03,0.0,0.02
861,0.0,0.03,0.46,0.01,0.08,0.06,0.05
4029,0.0,0.02,0.46,0.05,0.03,0.06,0.02
3081,0.0,0.24,0.5,0.09,0.54,0.47,0.92
4550,0.0,0.05,0.5,0.04,0.44,0.0,0.42
942,0.0,0.02,0.47,0.24,0.05,0.12,0.05
2897,0.0,0.07,0.46,0.09,0.01,0.0,0.0
1722,0.0,0.08,0.47,0.05,0.02,0.0,0.06
2896,0.0,0.04,0.47,0.08,0.13,0.24,0.1
1665,0.0,0.06,0.44,0.37,0.06,0.06,0.0
3387,0.0,0.03,0.46,0.07,0.13,0.06,0.05
2904,0.0,0.06,0.48,0.02,0.35,0.0,0.92
3381,0.0,0.01,0.46,0.04,0.03,0.0,0.02
4228,1.0,0.23,0.48,0.5,0.15,0.47,0.41
694,0.0,0.35,0.51,0.34,0.58,0.65,0.95
3032,0.0,0.03,0.46,0.03,0.01,0.06,0.01
3928,0.0,0.02,0.46,0.06,0.05,0.0,0.04
2591,1.0,0.9,0.48,0.93,0.2,0.29,0.2
2017,0.0,0.03,0.45,0.35,0.08,0.12,0.0
4009,0.0,0.13,0.48,0.29,0.19,0.24,0.28
4441,0.0,0.09,0.47,0.04,0.26,0.18,0.14
231,0.0,0.06,0.48,0.22,0.36,0.0,0.62
3553,0.0,0.07,0.46,0.44,0.22,0.0,0.18
1566,0.0,0.09,0.46,0.13,0.08,0.0,0.0
3688,1.0,0.74,0.48,0.89,0.22,0.47,0.41
1460,0.0,0.05,0.46,0.09,0.2,0.12,0.1
930,0.0,0.02,0.46,0.04,0.04,0.0,0.04
376,0.0,0.01,0.45,0.02,0.06,0.0,0.02
2869,0.0,0.07,0.46,0.05,0.06,0.06,0.01
260,0.0,0.01,0.45,0.02,0.01,0.0,0.0
3217,0.0,0.13,0.46,0.46,0.08,0.12,0.01
715,1.0,0.61,0.51,0.66,0.68,0.41,1.0
1067,0.0,0.01,0.46,0.03,0.08,0.0,0.04
4997,0.0,0.01,0.46,0.04,0.05,0.0,0.02
4967,0.0,0.03,0.47,0.11,0.02,0.0,0.06
3319,0.0,0.15,0.47,0.58,0.16,0.12,0.15
216,0.0,0.02,0.46,0.17,0.03,0.06,0.02
3655,0.0,0.2,0.54,0.14,0.54,0.35,0.97
1876,0.0,0.03,0.46,0.06,0.06,0.06,0.02
972,0.0,0.02,0.46,0.02,0.11,0.06,0.07
101,0.0,0.01,0.46,0.18,0.05,0.0,0.04
1968,0.0,0.01,0.46,0.03,0.04,0.0,0.01
2315,0.0,0.02,0.45,0.05,0.05,0.0,0.02
4975,0.0,0.02,0.46,0.05,0.03,0.0,0.02
3647,0.0,0.07,0.47,0.07,0.06,0.06,0.05
3432,0.0,0.03,0.47,0.28,0.19,0.12,0.1
3195,0.0,0.01,0.45,0.01,0.04,0.0,0.0
1112,0.0,0.02,0.46,0.04,0.03,0.06,0.06
763,0.0,0.07,0.47,0.06,0.07,0.06,0.01
202,0.0,0.02,0.46,0.13,0.18,0.12,0.1
100,0.0,0.31,0.48,0.06,0.05,0.0,0.01
658,0.0,0.01,0.45,0.0,0.01,0.0,0.01
0,0.0,0.08,0.47,0.09,0.1,0.0,0.05
191,0.0,0.03,0.46,0.08,0.05,0.0,0.02
1173,0.0,0.06,0.47,0.31,0.17,0.24,0.12
4561,0.0,0.01,0.45,0.43,0.07,0.24,0.0
3910,0.0,0.01,0.46,0.04,0.05,0.06,0.0
1206,0.0,0.01,0.45,0.03,0.01,0.0,0.0
2301,0.0,0.01,0.46,0.11,0.12,0.0,0.05
1252,0.0,0.03,0.47,0.09,0.17,0.0,0.08
4037,0.0,0.11,0.47,0.1,0.18,0.0,0.14
3160,0.0,0.11,0.46,0.18,0.05,0.06,0.04
1089,0.0,0.05,0.45,0.02,0.17,0.12,0.07
3433,0.0,0.14,0.5,0.24,0.23,0.06,0.02
30,0.0,0.11,0.46,0.12,0.04,0.06,0.06
708,0.0,0.09,0.48,0.03,0.08,0.0,0.41
3364,0.0,0.06,0.46,0.12,0.07,0.06,0.08
2685,0.0,0.01,0.46,0.18,0.23,0.06,0.11
852,0.0,0.13,0.47,0.18,0.43,0.41,0.33
1763,0.0,0.06,0.47,0.06,0.07,0.06,0.0
2671,0.0,0.02,0.46,0.03,0.07,0.0,0.03
3522,0.0,0.05,0.45,0.38,0.05,0.18,0.0
787,1.0,0.66,0.49,0.4,0.25,0.35,0.36
4452,0.0,0.02,0.46,0.04,0.11,0.0,0.05
4491,0.0,0.05,0.49,0.17,0.44,0.06,0.83
2838,0.0,0.02,0.45,0.22,0.05,0.12,0.0
916,0.0,0.05,0.47,0.09,0.09,0.06,0.12
2965,0.0,0.03,0.45,0.03,0.04,0.0,0.01
3231,0.0,0.01,0.45,0.03,0.02,0.0,0.0
3005,0.0,0.07,0.47,0.11,0.16,0.12,0.06
123,0.0,0.06,0.45,0.02,0.05,0.12,0.01
4863,0.0,0.14,0.46,0.02,0.04,0.06,0.0
3870,0.0,0.03,0.46,0.65,0.16,0.24,0.06
3764,0.0,0.02,0.46,0.12,0.06,0.0,0.03
2423,0.0,0.07,0.45,0.13,0.01,0.06,0.01
512,0.0,0.01,0.46,0.01,0.09,0.0,0.03
3523,0.0,0.09,0.45,0.05,0.02,0.0,0.0
3597,0.0,0.02,0.49,0.02,0.37,0.06,0.97
1443,0.0,0.06,0.48,0.03,0.3,0.0,0.92
1122,1.0,0.06,0.46,0.03,0.12,0.06,0.06
4162,1.0,0.92,0.49,0.02,0.23,0.0,0.94
4136,0.0,0.03,0.46,0.04,0.05,0.0,0.03
4848,0.0,0.06,0.46,0.08,0.06,0.0,0.04
3783,0.0,0.02,0.46,0.04,0.03,0.12,0.03
4023,1.0,0.91,0.51,0.53,0.26,0.65,0.68
4327,0.0,0.01,0.45,0.12,0.02,0.0,0.0
2735,1.0,0.79,0.48,0.03,0.12,0.12,0.61
2714,0.0,0.08,0.45,0.02,0.03,0.12,0.0
3148,1.0,0.65,0.5,0.1,0.46,0.29,0.99
4450,0.0,0.02,0.47,0.1,0.17,0.0,0.09
1991,0.0,0.02,0.46,0.05,0.1,0.06,0.04
4532,0.0,0.01,0.45,0.03,0.03,0.0,0.01
173,0.0,0.02,0.47,0.05,0.04,0.12,0.03
4684,0.0,0.01,0.47,0.04,0.23,0.12,0.17
1560,0.0,0.01,0.46,0.06,0.03,0.0,0.03
562,0.0,0.01,0.46,0.15,0.04,0.0,0.0
704,0.0,0.06,0.46,0.01,0.23,0.12,0.12
437,1.0,0.71,0.49,0.26,0.11,0.35,0.42
84,1.0,0.02,0.47,0.07,0.29,0.18,0.16
2083,0.0,0.02,0.45,0.26,0.07,0.0,0.03
968,1.0,0.02,0.45,0.06,0.05,0.12,0.0
2998,0.0,0.02,0.46,0.07,0.1,0.18,0.14
369,0.0,0.02,0.47,0.12,0.13,0.0,0.14
3320,1.0,0.69,0.51,0.12,0.55,0.24,0.98
4300,0.0,0.01,0.46,0.01,0.19,0.0,0.08
3293,0.0,0.02,0.46,0.03,0.04,0.06,0.03
2877,0.0,0.01,0.46,0.04,0.09,0.0,0.02
1837,1.0,0.58,0.5,0.11,0.17,0.06,0.99
1500,0.0,0.01,0.46,0.04,0.09,0.06,0.05
1011,0.0,0.06,0.46,0.03,0.11,0.0,0.05
4620,0.0,0.02,0.46,0.02,0.05,0.0,0.02
1805,0.0,0.02,0.46,0.05,0.22,0.12,0.16
3654,0.0,0.03,0.47,0.06,0.07,0.06,0.08
2199,0.0,0.05,0.47,0.35,0.24,0.18,0.16
896,0.0,0.0,0.46,0.08,0.06,0.06,0.03
63,0.0,0.03,0.45,0.42,0.13,0.06,0.01
3618,0.0,0.03,0.47,0.82,0.07,0.29,0.04
4078,0.0,0.01,0.47,0.09,0.05,0.06,0.03
284,0.0,0.02,0.46,0.16,0.21,0.0,0.08
2444,0.0,0.18,0.51,0.17,0.45,0.18,0.56
2698,0.0,0.01,0.47,0.05,0.14,0.0,0.08
4180,0.0,0.01,0.46,0.01,0.07,0.06,0.01
3258,0.0,0.12,0.47,0.12,0.23,0.12,0.17
2643,0.0,0.07,0.45,0.23,0.05,0.24,0.03
1016,0.0,0.01,0.45,0.01,0.03,0.0,0.01
3062,0.0,0.02,0.46,0.05,0.03,0.12,0.0
1174,0.0,0.01,0.46,0.02,0.01,0.12,0.0
976,0.0,0.07,0.46,0.07,0.02,0.06,0.03
1034,0.0,0.03,0.46,0.11,0.04,0.0,0.06
798,0.0,0.12,0.46,0.08,0.07,0.18,0.01
2595,1.0,0.72,0.48,0.24,0.22,0.41,0.37
2139,1.0,0.38,0.51,0.51,0.89,0.24,1.0
1770,0.0,0.02,0.46,0.04,0.05,0.06,0.04
2587,0.0,0.01,0.46,0.03,0.23,0.06,0.13
1711,0.0,0.11,0.48,0.03,0.12,0.06,0.83
1509,0.0,0.05,0.46,0.08,0.2,0.18,0.01
3788,0.0,0.09,0.46,0.08,0.07,0.12,0.05
1334,1.0,0.92,0.55,0.18,0.27,0.65,0.89
874,0.0,0.56,0.49,0.01,0.43,0.12,0.62
4787,0.0,0.01,0.45,0.11,0.01,0.0,0.0
4523,0.0,0.23,0.5,0.41,0.5,0.0,0.66
2746,0.0,0.03,0.46,0.07,0.26,0.24,0.12
4867,0.0,0.01,0.46,0.05,0.06,0.0,0.04
766,1.0,0.86,0.5,0.88,0.56,0.41,0.99
4286,0.0,0.03,0.45,0.06,0.02,0.0,0.0
2321,0.0,0.26,0.48,0.06,0.23,0.0,0.17
579,0.0,0.14,0.46,0.09,0.08,0.18,0.02
2391,0.0,0.01,0.45,0.03,0.02,0.06,0.0
652,0.0,0.06,0.45,0.03,0.12,0.06,0.0
4468,0.0,0.23,0.48,0.17,0.1,0.0,0.26
657,0.0,0.03,0.47,0.11,0.13,0.06,0.07
4363,0.0,0.01,0.46,0.05,0.03,0.0,0.02
3946,0.0,0.08,0.47,0.12,0.02,0.0,0.01
1278,1.0,0.59,0.48,0.49,0.11,0.35,0.27
2399,0.0,0.02,0.45,0.02,0.04,0.06,0.01
1180,0.0,0.01,0.46,0.02,0.06,0.0,0.07
961,0.0,0.05,0.46,0.02,0.08,0.06,0.08
3305,0.0,0.01,0.46,0.05,0.07,0.0,0.01
2963,0.0,0.02,0.45,0.01,0.02,0.0,0.0
3838,0.0,0.01,0.46,0.01,0.01,0.06,0.0
2910,0.0,0.02,0.46,0.09,0.09,0.06,0.03
2636,0.0,0.01,0.45,0.02,0.07,0.0,0.02
1853,0.0,0.05,0.46,0.01,0.04,0.06,0.03
295,0.0,0.04,0.46,0.03,0.09,0.06,0.04
1589,0.0,0.01,0.46,0.02,0.02,0.0,0.01
1818,0.0,0.07,0.46,0.05,0.19,0.24,0.12
516,0.0,0.13,0.47,0.13,0.07,0.12,0.1
4248,0.0,0.04,0.46,0.47,0.07,0.06,0.16
1764,1.0,0.56,0.48,0.55,0.12,0.41,0.24
1220,0.0,0.08,0.46,0.14,0.12,0.12,0.06
4767,0.0,0.01,0.46,0.16,0.02,0.06,0.0
1376,1.0,0.48,0.51,0.79,0.51,0.41,0.66
649,1.0,0.53,0.48,0.46,0.44,0.29,0.47
2140,0.0,0.34,0.49,0.11,0.29,0.12,0.26
3113,1.0,0.96,0.51,0.55,0.43,0.76,0.83
3234,0.0,0.01,0.44,0.01,0.01,0.0,0.0
1205,0.0,0.02,0.46,0.01,0.07,0.12,0.03
3457,1.0,1.0,0.5,0.93,0.32,0.76,0.6
2163,0.0,0.64,0.47,0.72,0.11,0.24,0.12
4485,0.0,0.04,0.46,0.15,0.06,0.06,0.06
4567,0.0,0.06,0.48,0.04,0.2,0.0,0.06
237,0.0,0.02,0.46,0.2,0.04,0.12,0.12
945,0.0,0.01,0.46,0.02,0.1,0.06,0.03
3174,0.0,0.11,0.45,0.03,0.01,0.12,0.0
2044,0.0,0.1,0.48,0.03,0.07,0.0,0.43
749,0.0,0.06,0.48,0.05,0.27,0.06,0.9
2446,0.0,0.02,0.45,0.03,0.08,0.0,0.02
3625,0.0,0.07,0.46,0.19,0.12,0.06,0.01
2202,0.0,0.06,0.47,0.04,0.13,0.06,0.7
104,0.0,0.03,0.47,0.06,0.09,0.0,0.04
