ID,Customer Age,Churn,CHI Score,CHI Score,Support Cases,Support,SP,SP,Logins,Blog Articles,Views,Days
"1,447",38,-,194,9,0,0,0,0,31,5,758,0
"1,448",38,-,236,13,3,0,2,1,53,2,149,3
"1,449",38,-,117,13,0,0,0,0,15,1,32,3
"1,45",37,-,56,24,0,0,0,0,8,0,1,31
"1,451",37,-,84,26,1,0,2,1,22,1,871,4
"1,452",38,-,183,0,0,0,0,0,10,0,3852,2
"1,453",37,-,200,10,0,2,0,3,11,0,450,1
"1,454",37,-,116,22,0,0,0,0,3,1,179,3
"1,455",36,-,222,67,0,0,0,0,36,2,2682,0
"1,456",33,1.0,0,0,0,0,0,0,0,0,0,0
"1,457",37,-,122,1,0,0,0,0,2,2,61,5
"1,458",37,-,91,23,0,0,0,0,2,0,147,31
"1,459",34,-,0,22,0,0,0,0,0,0,139,31
"1,46",37,-,155,61,0,0,0,0,4,1,44,9
"1,461",30,-,160,10,0,0,0,0,14,0,24,13
"1,462",36,-,8,12,0,0,0,0,11,0,0,1
"1,463",37,-,133,34,0,3,0,3,26,3,407,2
"1,464",37,-,157,9,0,0,0,0,29,0,685,0
"1,465",37,1.0,95,2,0,0,0,0,3,0,6,1
"1,466",34,-,168,9,1,0,3,0,31,0,37,1
"1,467",37,-,212,8,1,0,3,0,35,3,1909,0
"1,468",9,-,0,0,0,0,0,0,0,0,0,31
"1,469",37,-,41,25,0,0,0,0,2,0,19,7
"1,47",31,-,123,1,1,1,3,3,16,0,385,0
"1,471",35,-,75,63,0,0,0,0,44,1,103,2
"1,472",37,-,120,0,0,0,0,0,6,0,19,1
"1,473",34,1.0,25,0,0,0,0,0,9,0,0,1
"1,474",37,-,21,9,0,0,0,0,3,0,0,3
"1,475",37,-,107,12,0,5,0,3,24,0,22,0
"1,476",37,-,146,15,5,5,3,3,82,1,29,9
"1,477",37,-,173,2,0,0,0,0,46,2,369,3
"1,478",35,-,0,0,0,0,0,0,0,0,0,31
"1,479",37,-,138,1,0,0,0,0,4,2,16,3
"1,48",37,-,160,1,0,0,0,0,10,1,176,14
"1,481",29,-,116,88,0,2,0,3,33,1,133,4
"1,482",37,-,114,0,0,0,0,0,13,0,88,3
"1,483",37,-,158,1,0,0,0,0,17,2,16,7
"1,484",37,-,176,1,1,1,4,4,8,1,1519,3
"1,485",35,-,148,11,0,0,0,0,8,1,353,4
"1,486",36,-,155,0,0,2,0,2.5,29,0,930,0
"1,487",37,-,94,8,0,0,0,0,3,0,42,43
"1,488",36,1.0,5,0,0,0,0,0,0,0,0,31
"1,489",37,1.0,94,4,1,0,3,1,22,1,912,7
"1,49",37,-,89,55,0,0,0,0,3,8,183,0
"1,491",31,-,28,2,0,0,0,0,0,0,8,31
"1,492",37,-,38,3,0,0,0,0,0,0,21,31
"1,493",37,-,136,17,0,1,0,3,15,2,12,3
"1,494",36,-,62,1,0,0,0,0,2,0,49,31
"1,495",36,-,134,12,2,1,3,0,11,2,12003,0
"1,496",36,-,10,35,0,0,0,0,4,0,0,185
"1,497",35,-,219,10,3,1,2.7,0.3,82,5,353,0
"1,498",29,-,77,3,0,0,0,0,7,0,0,3
"1,499",36,-,162,7,0,0,0,0,29,1,10,0
"1,5",35,-,68,11,0,0,0,0,4,0,22,5
"1,501",36,-,62,8,0,0,0,0,2,0,2859,56
"1,502",36,-,153,12,0,0,0,0,17,2,73,3
"1,503",35,-,147,73,1,0,3,0,49,4,7926,0
"1,504",36,-,70,0,0,0,0,0,0,0,55,31
"1,505",36,-,99,33,0,0,0,0,8,0,205,31
"1,506",35,-,224,0,0,1,0,3,4,0,227,0
"1,507",33,-,107,16,0,0,0,0,16,6,16,3
"1,508",36,-,232,17,1,0,3,0,12,3,3264,0
"1,509",34,-,165,35,6,4,3,0,11,2,184,0
"1,51",30,-,210,45,3,1,2.7,0.3,23,2,641,0
"1,511",36,-,154,1,2,2,3,3,30,1,105,0
"1,512",36,-,193,1,1,1,3,3,10,1,843,2
"1,513",36,-,31,2,0,0,0,0,1,0,13,17
"1,514",36,-,176,26,0,0,0,0,18,1,493,4
"1,515",35,-,74,18,0,0,0,0,8,0,15,31
"1,516",36,-,167,5,0,0,0,0,9,0,509,4
"1,517",34,-,132,0,0,0,0,0,8,1,24,2
"1,518",36,-,182,3,2,0,3,0,8,1,122,0
"1,519",36,-,40,39,0,1,0,3,19,0,71,4
"1,52",35,-,0,67,0,0,0,0,4,0,5,2
"1,521",17,-,34,20,1,1,2,2,24,0,2,15
"1,522",18,-,31,16,0,0,0,0,3,0,13,158
"1,523",16,1.0,69,72,0,0,0,0,6,1,533,1
"1,524",18,-,157,5,0,0,0,0,31,2,36,3
"1,525",17,-,114,5,0,0,0,0,67,0,209,0
"1,526",18,-,129,43,0,0,0,0,3,1,127,5
"1,527",18,-,57,0,0,0,0,0,0,0,11,31
"1,528",18,-,52,31,1,2,3,0,61,0,46,3
"1,529",18,-,19,19,0,0,0,0,4,0,0,31
"1,53",18,-,164,4,0,0,0,0,22,2,32,4
"1,531",18,-,128,12,0,0,0,0,1,1,11,1
"1,532",17,1.0,0,0,0,0,0,0,0,0,4,30
"1,533",18,-,96,0,0,0,0,0,0,0,33,18
"1,534",18,-,186,80,1,1,3,0,126,1,96,0
"1,535",7,-,3,0,0,1,0,3,4,0,0,5
"1,536",18,-,183,4,0,3,0,3,14,0,1596,6
"1,537",18,-,130,8,0,0,0,0,7,1,1445,0
"1,538",18,-,5,1,0,0,0,0,0,0,0,31
"1,539",18,-,140,32,0,0,0,0,17,1,1458,0
"1,54",18,-,122,19,0,0,0,0,1,0,51,3
"1,541",15,-,159,11,0,0,0,0,11,1,51,4
"1,542",18,-,192,1,5,0,2.8,0.2,24,1,563,0
"1,543",18,-,151,9,1,2,3,0,9,1,589,1
"1,544",18,-,89,17,1,1,3,3,0,2,13,9
"1,545",18,-,157,26,0,0,0,0,10,0,2364,0
"1,546",11,-,207,5,1,1,2,2,16,2,111,0
"1,547",18,-,72,14,0,0,0,0,15,3,2005,7
"1,548",18,-,106,0,0,2,0,3,2,0,788,2
"1,549",1,-,0,0,0,0,0,0,0,0,0,0
"1,55",16,-,93,4,0,0,0,0,12,3,62,0
"1,551",15,1.0,129,45,0,0,0,0,62,1,501,0
"1,552",18,-,158,3,1,1,3,3,7,5,42,2
"1,553",18,-,75,1,0,0,0,0,5,0,12,2
"1,554",18,-,147,3,0,0,0,0,2,2,13,2
"1,555",19,-,201,7,1,2,3,0,22,3,237,0
"1,556",18,-,93,12,0,0,0,0,5,2,210,0
"1,557",17,-,97,71,0,0,0,0,8,1,864,31
"1,558",18,-,15,5,0,0,0,0,4,0,20,31
"1,559",17,-,32,36,0,0,0,0,1,0,13,8
"1,56",17,-,96,1,0,0,0,0,0,0,7,31
"1,561",18,-,38,11,0,0,0,0,0,0,15,31
"1,562",18,-,135,1,0,2,0,3,5,1,30,0
"1,563",18,1.0,0,0,0,0,0,0,0,0,517,31
"1,564",18,-,106,1,0,0,0,0,3,0,102,23
"1,565",18,-,173,10,0,3,0,3,0,5,190,1
"1,566",14,-,206,2,1,1,3,3,96,0,936,1
"1,567",18,-,209,63,1,1,3,3,90,6,122,1
"1,568",18,-,138,1,0,3,0,3,52,0,249,2
"1,569",18,-,147,11,1,1,3,3,0,1,382,1
"1,57",18,-,185,2,0,0,0,0,28,2,18,1
"1,571",18,-,78,36,0,0,0,0,41,1,22,1
"1,572",18,-,72,9,0,0,0,0,4,0,21,41
"1,573",17,-,129,37,0,0,0,0,42,2,131,1
"1,574",18,-,3,87,0,0,0,0,10,1,9,1
"1,575",17,-,182,14,0,1,0,3,0,3,46,0
"1,576",18,-,150,3,1,1,4,4,3,0,152,1
"1,577",18,-,119,17,3,1,3,0,10,6,30,2
"1,578",18,-,114,37,0,0,0,0,9,2,147,0
"1,579",18,-,146,1,0,0,0,0,1,0,75,2
"1,58",8,-,67,0,1,1,3,3,11,0,12,3
"1,581",18,-,115,45,0,0,0,0,18,1,149,0
"1,582",17,-,48,58,2,2,3,3,58,2,62,13
"1,583",18,-,112,16,0,0,0,0,103,1,46,1
"1,584",17,-,46,21,0,0,0,0,7,0,15,26
"1,585",17,1.0,104,2,0,0,0,0,3,0,20,4
"1,586",15,-,183,3,1,4,3,0,16,3,3976,0
"1,587",18,-,152,4,0,0,0,0,32,3,211,7
"1,588",13,-,99,4,0,0,0,0,8,0,195,9
"1,589",13,-,143,16,0,1,0,3,31,0,55,0
"1,59",18,-,73,49,0,0,0,0,8,0,29,31
"1,591",18,-,149,0,1,1,3,3,54,0,278,0
"1,592",16,-,182,15,0,10,0,3,38,5,254,0
"1,593",18,-,0,0,0,0,0,0,0,0,0,31
"1,594",18,-,45,45,0,0,0,0,4,1,5,31
"1,595",18,-,180,5,0,2,0,2.5,29,1,1519,2
"1,596",10,-,64,6,0,0,0,0,10,0,45,24
"1,597",18,-,88,49,0,0,0,0,3,3,36,6
"1,598",18,-,173,8,2,0,3,0,11,0,260,0
"1,599",17,-,178,6,1,0,3,0,20,5,5493,0
"1,6",7,-,60,49,0,0,0,0,3,3,0,3
"1,601",17,-,203,11,3,3,3,3,32,1,132,0
"1,602",18,-,110,5,11,7,3,0,12,0,1,5
"1,603",16,-,169,1,0,0,0,0,19,2,77,0
"1,604",16,-,127,37,1,1,3,0,12,1,25,2
"1,605",5,-,50,2,3,0,3,0.3,9,1,6,20
"1,606",15,-,21,1,0,0,0,0,0,0,18,31
"1,607",17,-,142,0,1,1,3,0,0,1,29,2
"1,608",11,-,185,63,3,3,3,3,104,1,8,2
"1,609",18,-,153,1,0,0,0,0,19,0,96,4
"1,61",18,-,161,1,0,0,0,0,2,0,174,3
"1,611",18,-,105,0,0,1,0,3,3,0,26,1
"1,612",14,-,152,19,1,0,3,0,22,36,25,0
"1,613",17,-,43,2,0,0,0,0,0,0,36,31
"1,614",18,-,235,15,5,5,2.8,2.8,149,1,263,0
"1,615",18,-,231,11,2,2,3,3,30,1,218,6
"1,616",18,-,2,42,0,0,0,0,1,0,1,27
"1,617",18,-,0,0,0,0,0,0,0,0,0,31
"1,618",17,-,172,3,4,3,3,0,96,1,141,0
"1,619",18,-,175,29,4,3,3,0,1,1,199,2
"1,62",16,-,181,3,0,0,0,0,10,0,59,0
"1,621",12,-,100,30,0,0,0,0,17,0,47,1
"1,622",17,-,179,5,2,1,3,0,48,6,4749,1
"1,623",17,-,23,10,0,0,0,0,1,0,0,8
"1,624",18,-,55,0,0,0,0,0,9,0,1,1
"1,625",15,-,82,30,1,0,3,0,2,1,22,1
"1,626",14,-,183,6,7,4,3,0,56,11,518,0
"1,627",18,-,190,40,6,3,3,0,6,0,147,0
"1,628",22,-,207,1,2,1,2.5,1.5,52,1,906,0
"1,629",16,-,74,3,0,0,0,0,8,0,823,33
"1,63",18,-,161,0,0,0,0,0,31,0,1,0
"1,631",18,-,142,1,2,2,3,3,12,4,14,4
"1,632",18,-,28,16,0,0,0,0,6,0,3,2
"1,633",17,-,186,16,3,3,3,0,14,1,75,0
"1,634",14,-,153,46,1,0,3,0,3,1,324,4
"1,635",17,-,130,27,0,0,0,0,9,2,4,4
"1,636",14,-,87,28,0,0,0,0,6,0,89,2
"1,637",16,-,64,33,0,0,0,0,4,0,4,31
"1,638",15,-,145,52,7,6,3,0,30,2,105,2
"1,639",18,-,36,39,0,0,0,0,20,0,0,1
"1,64",17,1.0,0,39,3,2,3,0,22,1,0,25
"1,641",18,1.0,182,0,2,0,3,0,5,1,32,0
"1,642",18,-,147,18,0,0,0,0,15,1,21,1
"1,643",17,-,191,19,3,2,3,0,44,1,69,0
"1,644",18,-,72,1,2,2,3,3,2,0,102,31
"1,645",14,-,167,21,0,0,0,0,56,0,45,0
"1,646",18,-,203,4,1,2,2,1,9,3,1218,0
"1,647",17,-,183,1,0,0,0,0,35,1,181,0
"1,648",18,-,45,45,2,2,3,3,56,0,4,31
"1,649",17,-,117,2,0,1,0,3,4,0,31,4
"1,65",14,-,77,11,0,0,0,0,13,1,80,0
"1,651",18,-,130,15,1,1,3,3,62,0,13594,3
"1,652",18,-,25,23,0,0,0,0,2,0,2,31
"1,653",5,-,125,57,2,0,3,0,30,2,1,5
"1,654",10,-,146,7,0,0,0,0,53,5,1,1
"1,655",18,1.0,132,30,0,0,0,0,12,6,391,0
"1,656",18,-,194,17,0,0,0,0,40,2,167,4
"1,657",17,-,144,23,1,1,3,3,11,1,476,1
"1,658",18,-,76,10,0,0,0,0,1,0,131,2
"1,659",16,1.0,5,5,0,0,0,0,2,0,0,31
"1,66",11,-,15,15,0,0,0,0,2,0,0,31
"1,661",18,-,132,2,0,1,0,3,4,0,142,31
"1,662",9,-,39,4,0,0,0,0,12,0,0,0
"1,663",16,1.0,116,9,1,1,3,3,1,1,13,4
"1,664",15,-,94,49,0,6,0,3,8,2,178,0
"1,665",16,-,69,33,0,0,0,0,4,0,41,14
"1,666",17,-,66,15,0,0,0,0,28,0,36,18
"1,667",17,-,27,25,0,0,0,0,2,0,1,31
"1,668",18,-,0,36,0,0,0,0,6,0,0,4
"1,669",13,-,193,24,1,1,3,3,2,1,3944,1
"1,67",13,-,22,37,0,0,0,0,0,1,2917,31
"1,671",17,-,131,1,0,0,0,0,7,0,97,8
"1,672",17,1.0,2,1,0,0,0,0,0,0,0,61
"1,673",18,-,201,11,0,0,0,0,10,3,1079,0
"1,674",17,-,96,0,0,1,0,3,4,0,50,18
"1,675",17,-,54,1,0,0,0,0,7,0,3,1
"1,676",14,-,0,0,0,0,0,0,4,0,0,4
"1,677",17,-,72,4,0,2,0,2.5,3,0,492,12
"1,678",6,-,170,53,2,1,3,0,32,2,2,1
"1,679",16,1.0,73,16,0,0,0,0,0,0,196,31
"1,68",17,-,36,16,0,0,0,0,24,0,39,2
"1,681",18,-,110,20,0,0,0,0,11,0,116,0
"1,682",16,-,152,27,6,6,3,3,17,1,1302,2
"1,683",16,-,96,38,0,1,0,3,12,2,19,1
"1,684",18,-,96,12,1,1,3,3,2,4,27,1
"1,685",14,-,208,20,1,1,3,3,296,1,556,0
"1,686",15,-,151,12,0,2,0,3,22,3,199,0
"1,687",16,-,108,3,0,0,0,0,18,2,16,2
"1,688",18,-,99,8,0,0,0,0,16,0,8,23
"1,689",2,-,0,0,0,0,0,0,0,0,0,0
"1,69",18,-,6,26,0,0,0,0,2,0,225,10
"1,691",18,-,2,1,0,0,0,0,0,0,28,31
"1,692",17,-,142,7,1,1,3,3,39,1,56,0
"1,693",18,-,0,23,0,0,0,0,0,0,14,31
"1,694",12,1.0,117,14,0,0,0,0,7,0,12,0
"1,695",18,-,26,11,0,1,0,3,17,0,6,7
"1,696",16,1.0,20,41,0,0,0,0,2,0,675,53
"1,697",17,-,52,35,0,0,0,0,0,0,14,31
"1,698",17,-,98,6,0,0,0,0,16,0,924,4
"1,699",8,-,166,2,6,2,2.8,0.5,3,0,254,1
"1,7",17,-,119,15,8,8,3,3,8,1,240,0
"1,701",17,-,130,10,0,0,0,0,2,0,424,3
"1,702",15,-,84,4,0,0,0,0,21,4,0,2
"1,703",17,-,147,12,4,4,3,3,23,0,0,0
"1,704",16,-,83,8,0,0,0,0,5,2,0,0
"1,705",17,-,148,16,0,0,0,0,21,2,119,3
"1,706",17,-,0,0,0,0,0,0,0,0,0,31
"1,707",17,-,73,59,0,0,0,0,7,3,58,1
"1,708",17,-,157,24,0,0,0,0,4,1,126,2
"1,709",17,1.0,31,27,0,0,0,0,2,0,157,11
"1,71",17,-,180,2,0,0,0,0,6,2,0,1
"1,711",17,1.0,0,0,0,0,0,0,0,0,0,31
"1,712",14,-,67,65,0,0,0,0,4,0,73,31
"1,713",17,-,137,18,0,0,0,0,6,0,353,3
"1,714",12,-,145,15,0,2,0,3.5,24,0,136,3
"1,715",17,-,197,21,1,1,3,3,33,1,5,3
"1,716",17,-,229,1,2,1,3,0,64,1,240,0
"1,717",16,-,56,56,0,0,0,0,2,0,24,31
"1,718",17,-,160,20,0,0,0,0,10,5,92,0
"1,719",17,-,100,77,1,1,3,3,2,2,53,15
"1,72",17,-,140,58,3,1,3,0,30,2,22,3
"1,721",15,-,105,5,1,0,3,0,34,0,191,3
"1,722",17,-,159,10,0,0,0,0,8,0,1426,0
"1,723",13,-,125,9,0,0,0,0,8,0,17,1
"1,724",15,1.0,165,11,0,0,0,0,98,1,110,2
"1,725",12,-,130,50,2,2,3.5,3.5,35,1,556,2
"1,726",16,-,85,15,0,0,0,0,3,0,1,15
"1,727",17,-,125,2,0,0,0,0,23,0,38,2
"1,728",17,-,83,1,2,1,3,0,12,0,151,10
"1,729",12,-,47,15,0,0,0,0,18,0,53,13
"1,73",16,-,178,1,0,0,0,0,4,2,891,1
"1,731",17,-,157,12,0,0,0,0,25,1,23,6
"1,732",17,-,162,35,2,1,3,0,22,1,2411,2
"1,733",14,-,57,1,0,0,0,0,15,1,7,3
"1,734",16,-,41,61,0,0,0,0,0,0,92,14
"1,735",4,-,60,48,0,0,0,0,13,2,233,5
"1,736",17,-,125,18,0,0,0,0,23,1,26,0
"1,737",17,-,174,11,0,0,0,0,21,1,11,3
"1,738",17,-,169,9,0,0,0,0,32,2,76,0
"1,739",17,-,111,21,0,0,0,0,18,1,20,4
"1,74",15,-,184,4,3,2,3,0,14,3,1139,1
"1,741",17,-,119,64,0,0,0,0,4,4,199,31
"1,742",17,-,95,10,1,1,3,3,65,0,5,0
"1,743",14,-,107,10,0,0,0,0,7,0,0,10
"1,744",17,-,128,1,0,0,0,0,17,0,320,0
"1,745",17,-,118,38,3,3,3,3,11,1,146,15
"1,746",17,-,212,2,0,1,0,3,51,2,242,2
"1,747",11,-,174,28,2,2,3,0,41,2,736,0
"1,748",17,-,108,1,0,0,0,0,1,0,41,18
"1,749",17,-,214,13,1,8,2,0.5,2,4,577,1
"1,75",16,-,128,3,0,0,0,0,8,2,50,6
"1,751",17,-,101,1,1,1,3,3,60,0,90,31
"1,752",14,-,67,24,0,0,0,0,4,0,14,2
"1,753",17,-,22,30,0,0,0,0,10,0,11,0
"1,754",16,1.0,93,46,0,0,0,0,22,1,61,10
"1,755",16,1.0,132,71,0,0,0,0,1,1,1209,0
"1,756",13,-,131,11,0,1,0,3,3,1,60,5
"1,757",16,-,187,47,0,0,0,0,16,1,342,1
"1,758",17,-,92,0,0,0,0,0,1,0,133,0
"1,759",16,-,139,1,0,2,0,3,29,0,13,1
"1,76",12,1.0,0,0,0,0,0,0,0,0,0,31
"1,761",17,-,81,1,0,0,0,0,1,0,56,3
"1,762",13,-,45,16,0,1,0,3,1,0,3,2
"1,763",17,-,58,9,0,0,0,0,11,0,8,5
"1,764",16,1.0,205,2,0,2,0,3,37,3,1125,5
"1,765",17,-,50,46,0,1,0,3,1,0,12,4
"1,766",17,-,157,12,0,5,0,3,44,1,490,5
"1,767",17,-,0,0,0,0,0,0,0,0,0,31
"1,768",17,-,80,15,0,0,0,0,1,0,190,1
"1,769",15,1.0,78,4,0,0,0,0,14,0,21,0
"1,77",17,-,163,11,0,0,0,0,39,5,574,0
"1,771",16,-,43,8,0,0,0,0,1,0,0,112
"1,772",16,-,12,25,0,0,0,0,4,0,1,4
"1,773",15,-,117,18,1,1,3,3,15,1,111,0
"1,774",17,-,0,0,0,0,0,0,0,0,0,31
"1,775",8,-,60,10,0,0,0,0,1,0,9,19
"1,776",14,-,132,31,0,0,0,0,26,1,0,0
"1,777",16,-,135,12,0,0,0,0,5,1,0,7
"1,778",17,-,104,48,0,2,0,3,20,1,320,2
"1,779",15,-,115,35,0,0,0,0,12,0,22,31
"1,78",12,-,120,5,1,1,3,3,9,0,0,3
"1,781",17,-,140,35,0,0,0,0,9,2,110,8
"1,782",17,1.0,31,25,0,0,0,0,0,0,18,31
"1,783",12,1.0,68,68,0,0,0,0,14,3,3,31
"1,784",15,-,113,2,0,0,0,0,30,2,0,1
"1,785",14,-,191,66,8,7,2.8,2.8,112,3,1156,0
"1,786",15,-,106,8,3,2,3,0,42,0,34,0
"1,787",14,-,150,15,0,4,0,2.8,36,0,134,0
"1,788",17,-,140,0,0,0,0,0,1,0,750,0
"1,789",16,-,80,24,0,0,0,0,82,3,17,10
"1,79",16,-,207,1,0,1,0,3,5,1,641,1
"1,791",17,-,179,2,0,1,0,2,2,2,52,0
"1,792",17,-,171,30,0,0,0,0,20,6,1926,0
"1,793",16,-,170,11,0,3,0,3,14,0,7423,0
"1,794",16,-,48,5,0,2,0,2.5,22,0,109,1
"1,795",17,-,146,7,0,0,0,0,2,3,0,1
"1,796",15,-,171,1,0,0,0,0,6,1,33,3
"1,797",17,-,89,9,0,0,0,0,12,0,11,31
"1,798",1,-,0,0,0,0,0,0,0,0,0,0
"1,799",15,-,20,60,0,0,0,0,10,0,715,0
"1,8",5,-,65,43,0,0,0,0,0,0,0,0
"1,801",17,-,108,17,8,6,3,0,125,4,272,9
"1,802",17,-,35,36,0,1,0,3,6,1,15,62
"1,803",16,1.0,0,12,0,0,0,0,2,0,1,90
"1,804",17,-,133,52,0,0,0,0,54,2,1,0
"1,805",17,-,86,22,1,1,3,3,6,1,117,2
"1,806",17,-,80,1,0,0,0,0,6,0,22,1
"1,807",17,-,77,45,0,0,0,0,2,1,7,31
"1,808",16,-,0,0,0,0,0,0,0,0,0,31
"1,809",14,-,0,0,0,0,0,0,0,0,38,31
"1,81",17,1.0,154,44,0,1,0,3,7,2,185,6
"1,811",13,-,130,38,0,2,0,3,10,3,25,1
"1,812",15,-,144,2,0,0,0,0,26,2,294,3
"1,813",3,-,25,25,1,1,3,3,12,0,0,0
"1,814",17,-,60,8,0,0,0,0,5,0,27,25
"1,815",17,-,246,12,1,7,3,0,51,6,2112,0
"1,816",17,-,213,11,6,4,3,0,58,6,77,0
"1,817",16,-,110,10,2,2,2.5,2.5,6,0,95,0
"1,818",15,-,188,12,0,0,0,0,14,7,141,3
"1,819",35,-,169,26,1,1,3,3,46,1,193,0
"1,82",32,-,111,10,1,1,3,3,17,0,26,1
"1,821",25,-,155,31,3,1,3,0.3,86,5,90,4
"1,822",32,-,73,11,0,0,0,0,6,0,9,18
"1,823",32,1.0,18,1,0,0,0,0,2,0,15,7
"1,824",31,-,110,15,0,0,0,0,11,0,562,0
"1,825",21,-,141,13,0,0,0,0,4,2,236,3
"1,826",32,-,150,0,0,0,0,0,45,0,3336,0
"1,827",32,-,159,45,0,0,0,0,21,1,66,0
"1,828",29,-,99,14,0,0,0,0,6,0,1,0
"1,829",30,-,139,1,0,0,0,0,44,0,20,2
"1,83",31,-,172,2,1,0,3,1,4,1,1229,0
"1,831",30,1.0,65,0,0,0,0,0,0,0,0,31
"1,832",32,-,46,9,0,0,0,0,22,0,123,10
"1,833",31,1.0,95,23,0,0,0,0,0,0,3,31
"1,834",29,-,116,1,0,0,0,0,5,2,32,2
"1,835",30,-,89,9,0,0,0,0,17,0,490,0
"1,836",32,-,215,15,0,0,0,0,65,1,2472,0
"1,837",24,-,40,61,0,0,0,0,1,1,14,19
"1,838",31,-,100,21,0,0,0,0,3,0,44,4
"1,839",29,-,129,13,0,1,0,2,42,0,503,0
"1,84",32,-,139,30,0,0,0,0,5,2,112,0
"1,841",27,-,80,0,0,0,0,0,2,0,96,1
"1,842",31,-,82,0,0,0,0,0,5,0,200,0
"1,843",27,-,12,1,0,0,0,0,0,0,6,30
"1,844",28,-,182,8,0,0,0,0,28,2,71,5
"1,845",30,-,30,10,0,0,0,0,1,0,1,20
"1,846",31,-,57,5,2,2,3,3,22,0,19,31
"1,847",31,-,168,18,0,6,0,3,1,3,48,10
"1,848",31,-,78,0,0,0,0,0,0,0,54,31
"1,849",29,-,63,2,0,0,0,0,4,0,1,10
"1,85",31,-,158,10,4,4,3,3,48,0,128,0
"1,851",31,-,85,10,0,0,0,0,0,0,602,3
"1,852",32,-,70,2,0,0,0,0,5,0,0,9
"1,853",31,-,107,1,0,0,0,0,3,0,126,5
"1,854",31,-,18,40,0,0,0,0,2,0,385,5
"1,855",31,-,205,5,0,0,0,0,41,2,286,1
"1,856",31,-,131,13,0,0,0,0,3,0,230,16
"1,857",31,-,115,0,0,0,0,0,1,0,9,21
"1,858",30,-,167,37,0,0,0,0,9,1,76,3
"1,859",31,-,176,11,4,3,3,0,89,0,83,0
"1,86",30,1.0,106,25,0,0,0,0,3,0,847,4
"1,861",31,-,79,25,0,0,0,0,4,0,36,31
"1,862",26,-,0,27,0,0,0,0,0,0,13,31
"1,863",30,-,26,35,0,0,0,0,4,0,9,182
"1,864",28,-,145,11,0,0,0,0,9,0,27,3
"1,865",35,-,190,3,3,2,3,0,11,2,555,1
"1,866",31,-,221,11,0,2,0,3.5,42,5,491,0
"1,867",31,-,60,3,0,0,0,0,2,0,11,6
"1,868",29,-,187,9,1,1,3,3,40,0,545,1
"1,869",31,-,86,50,6,6,3,3,23,1,0,17
"1,87",13,-,130,10,0,0,0,0,2,0,350,5
"1,871",30,1.0,30,0,0,0,0,0,4,0,0,4
"1,872",31,1.0,105,1,0,1,0,3,17,0,1382,4
"1,873",31,-,55,26,0,0,0,0,5,1,0,2
"1,874",31,-,124,2,0,0,0,0,0,0,11,31
"1,875",27,-,73,2,0,0,0,0,1,0,7,2
"1,876",30,-,57,71,0,4,0,3,23,1,509,4
"1,877",29,-,200,5,0,0,0,0,104,1,705,0
"1,878",29,-,178,5,0,0,0,0,38,2,123,0
"1,879",31,-,92,2,0,0,0,0,4,0,8,3
"1,88",31,-,75,10,1,1,3,3,4,0,0,30
"1,881",31,-,115,46,0,1,0,3,17,0,11,0
"1,882",31,-,40,40,0,0,0,0,6,0,0,30
"1,883",31,-,34,0,0,0,0,0,0,0,8,31
"1,884",31,-,62,11,0,0,0,0,1,0,8,15
"1,885",31,-,163,12,2,1,2.5,0.5,18,11,1337,0
"1,886",31,-,158,44,0,0,0,0,22,2,1048,5
"1,887",31,-,97,14,3,3,3,3,18,0,27,3
"1,888",31,-,139,14,0,0,0,0,8,1,9,3
"1,889",31,-,129,41,1,0,3,0,59,1,28,1
"1,89",31,-,17,0,0,0,0,0,2,0,4,154
"1,891",20,-,126,36,3,0,3,0,1,2,36,1
"1,892",31,1.0,176,0,0,4,0,3,39,1,1234,1
"1,893",31,-,0,25,0,0,0,0,1,0,28,11
"1,894",30,-,166,1,0,0,0,0,5,1,138,3
"1,895",30,1.0,72,1,0,0,0,0,4,0,71,33
"1,896",31,-,86,10,0,0,0,0,1,0,0,13
"1,897",31,-,211,10,0,0,0,0,40,1,37,0
"1,898",31,-,124,13,2,2,3,3,4,3,27,3
"1,899",29,-,73,37,0,0,0,0,23,0,2,0
"1,9",13,-,70,10,0,0,0,0,2,0,8,33
"1,901",30,-,22,1,0,0,0,0,3,0,0,15
"1,902",31,-,150,9,0,0,0,0,11,1,211,3
"1,903",29,-,187,16,0,2,0,3,37,2,336,1
"1,904",30,-,205,10,0,1,0,3,116,4,122,0
"1,905",29,1.0,110,2,0,0,0,0,7,0,1,3
"1,906",29,-,195,12,1,1,3,3,65,3,774,4
"1,907",31,-,26,0,0,0,0,0,4,0,18,13
"1,908",31,-,0,0,0,0,0,0,0,0,3,31
"1,909",6,1.0,0,35,0,0,0,0,16,0,1,7
"1,91",30,-,48,0,0,0,0,0,0,0,66,31
"1,911",31,-,220,20,4,4,3,3,50,5,314,0
"1,912",31,-,93,29,0,0,0,0,5,2,233,13
"1,913",28,-,133,8,0,0,0,0,17,0,18,16
"1,914",30,-,85,12,0,0,0,0,9,3,0,19
"1,915",1,-,0,0,0,0,0,0,0,0,0,0
"1,916",31,-,109,6,0,0,0,0,13,0,116,0
"1,917",28,-,104,48,1,1,3,3,10,1,83,2
"1,918",31,-,60,25,0,0,0,0,1,0,4,17
"1,919",18,-,100,5,0,0,0,0,0,0,2,0
"1,92",29,-,97,31,0,0,0,0,7,2,44,3
